Airfield,Runway,MTOW,Length,Elevation,RCR,Engine Anti-Ice,QNH,OAT C,MTOW (Lbs),MTOW_Code,Obstacle,EAI
KPOB,RWY05,585000,8501,218,12,off,30.22,13,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.22,16,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.22,18,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.22,21,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.22,23,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.22,26,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.22,28,585000 F,F,0,0
KPOB,RWY05,582400,8501,218,12,off,30.22,31,582400 M,M,0,0
KPOB,RWY05,571400,8501,218,12,off,30.22,33,571400 M,M,0,0
KPOB,RWY05,555300,8501,218,12,off,30.22,36,555300 M,M,0,0
KPOB,RWY05,544500,8501,218,12,off,30.22,38,544500 M,M,0,0
KPOB,RWY05,528300,8501,218,12,off,30.22,41,528300 M,M,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,-18,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,-16,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,-14,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,-11,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,-9,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,-6,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,-4,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,-1,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,1,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,4,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,6,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,9,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,11,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,13,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,16,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,18,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,21,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,23,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,26,585000 F,F,0,0
KPOB,RWY05,585000,8501,218,12,off,30.52,28,585000 F,F,0,0
KPOB,RWY05,583000,8501,218,12,off,30.52,31,583000 M,M,0,0
KPOB,RWY05,573300,8501,218,12,off,30.52,33,573300 M,M,0,0
KPOB,RWY05,558400,8501,218,12,off,30.52,36,558400 M,M,0,0
KPOB,RWY05,547900,8501,218,12,off,30.52,38,547900 M,M,0,0
KPOB,RWY05,532400,8501,218,12,off,30.52,41,532400 M,M,0,0
KPOB,RWY05,585000,8501,218,12,on,29.61,-18,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,29.61,-16,585000 F,F,0,1
KPOB,RWY05,584300,8501,218,12,on,29.61,-14,584300 M2,M2,1,1
KPOB,RWY05,583000,8501,218,12,on,29.61,-11,583000 M2,M2,1,1
KPOB,RWY05,582200,8501,218,12,on,29.61,-9,582200 M2,M2,1,1
KPOB,RWY05,580900,8501,218,12,on,29.61,-6,580900 M2,M2,1,1
KPOB,RWY05,580100,8501,218,12,on,29.61,-4,580100 M2,M2,1,1
KPOB,RWY05,579000,8501,218,12,on,29.61,-1,579000 M2,M2,1,1
KPOB,RWY05,578200,8501,218,12,on,29.61,1,578200 M2,M2,1,1
KPOB,RWY05,577100,8501,218,12,on,29.61,4,577100 M2,M2,1,1
KPOB,RWY05,576400,8501,218,12,on,29.61,6,576400 M2,M2,1,1
KPOB,RWY05,575300,8501,218,12,on,29.61,9,575300 M2,M2,1,1
KPOB,RWY05,585000,8501,218,12,on,29.92,-18,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,29.92,-16,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,29.92,-14,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,29.92,-11,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,29.92,-9,585000 F,F,0,1
KPOB,RWY05,584700,8501,218,12,on,29.92,-6,584700 M2,M2,1,1
KPOB,RWY05,583900,8501,218,12,on,29.92,-4,583900 M2,M2,1,1
KPOB,RWY05,582600,8501,218,12,on,29.92,-1,582600 M2,M2,1,1
KPOB,RWY05,581900,8501,218,12,on,29.92,1,581900 M2,M2,1,1
KPOB,RWY05,580700,8501,218,12,on,29.92,4,580700 M2,M2,1,1
KPOB,RWY05,579900,8501,218,12,on,29.92,6,579900 M2,M2,1,1
KPOB,RWY05,578800,8501,218,12,on,29.92,9,578800 M2,M2,1,1
KPOB,RWY05,578100,8501,218,12,on,29.92,11,578100 M2,M2,1,1
KPOB,RWY05,577400,8501,218,12,on,29.92,13,577400 M2,M2,1,1
KPOB,RWY05,575800,8501,218,12,on,29.92,16,575800 M2,M2,1,1
KPOB,RWY05,574400,8501,218,12,on,29.92,18,574400 M1,M1,0,1
KPOB,RWY05,572200,8501,218,12,on,29.92,21,572200 M1,M1,0,1
KPOB,RWY05,585000,8501,218,12,on,30.22,-18,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.22,-16,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.22,-14,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.22,-11,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.22,-9,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.22,-6,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.22,-4,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.22,-1,585000 F,F,0,1
KPOB,RWY05,584800,8501,218,12,on,30.22,1,584800 M2,M2,1,1
KPOB,RWY05,583600,8501,218,12,on,30.22,4,583600 M2,M2,1,1
KPOB,RWY05,582800,8501,218,12,on,30.22,6,582800 M2,M2,1,1
KPOB,RWY05,581700,8501,218,12,on,30.22,9,581700 M2,M2,1,1
KPOB,RWY05,581000,8501,218,12,on,30.22,11,581000 M2,M2,1,1
KPOB,RWY05,580200,8501,218,12,on,30.22,13,580200 M2,M2,1,1
KPOB,RWY05,585000,8501,218,12,on,30.52,-18,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.52,-16,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.52,-14,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.52,-11,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.52,-9,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.52,-6,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.52,-4,585000 F,F,0,1
KPOB,RWY05,585000,8501,218,12,on,30.52,-1,585000 F,F,0,1
KPOB,RWY05,584900,8501,218,12,on,30.52,1,584900 M2,M2,1,1
KPOB,RWY05,583800,8501,218,12,on,30.52,4,583800 M2,M2,1,1
KPOB,RWY05,583000,8501,218,12,on,30.52,6,583000 M2,M2,1,1
KPOB,RWY05,581800,8501,218,12,on,30.52,9,581800 M2,M2,1,1
KPOB,RWY05,581100,8501,218,12,on,30.52,11,581100 M2,M2,1,1
KPOB,RWY05,580300,8501,218,12,on,30.52,13,580300 M2,M2,1,1
KPOB,RWY05,571400,8501,218,5,on,29.61,-18,571400 M2,M2,1,1
KPOB,RWY05,570500,8501,218,5,on,29.61,-16,570500 M2,M2,1,1
KPOB,RWY05,569700,8501,218,5,on,29.61,-14,569700 M2,M2,1,1
KPOB,RWY05,568800,8501,218,5,on,29.61,-12,568800 M2,M2,1,1
KPOB,RWY05,568000,8501,218,5,on,29.61,-10,568000 M2,M2,1,1
KPOB,RWY05,567200,8501,218,5,on,29.61,-8,567200 M2,M2,1,1
KPOB,RWY05,566400,8501,218,5,on,29.61,-6,566400 M2,M2,1,1
KPOB,RWY05,565600,8501,218,5,on,29.61,-4,565600 M2,M2,1,1
KPOB,RWY05,564800,8501,218,5,on,29.61,-2,564800 M2,M2,1,1
KPOB,RWY05,564100,8501,218,5,on,29.61,0,564100 M1,M1,0,1
KPOB,RWY05,563300,8501,218,5,on,29.61,2,563300 M1,M1,0,1
KPOB,RWY05,562500,8501,218,5,on,29.61,4,562500 M1,M1,0,1
KPOB,RWY05,574900,8501,218,5,on,29.92,-18,574900 M2,M2,1,1
KPOB,RWY05,574500,8501,218,5,on,29.92,-17,574500 M2,M2,1,1
KPOB,RWY05,574000,8501,218,5,on,29.92,-16,574000 M2,M2,1,1
KPOB,RWY05,573200,8501,218,5,on,29.92,-14,573200 M2,M2,1,1
KPOB,RWY05,572800,8501,218,5,on,29.92,-13,572800 M2,M2,1,1
KPOB,RWY05,571900,8501,218,5,on,29.92,-11,571900 M2,M2,1,1
KPOB,RWY05,571500,8501,218,5,on,29.92,-10,571500 M2,M2,1,1
KPOB,RWY05,571100,8501,218,5,on,29.92,-9,571100 M2,M2,1,1
KPOB,RWY05,570300,8501,218,5,on,29.92,-7,570300 M2,M2,1,1
KPOB,RWY05,569900,8501,218,5,on,29.92,-6,569900 M2,M2,1,1
KPOB,RWY05,569100,8501,218,5,on,29.92,-4,569100 M2,M2,1,1
KPOB,RWY05,568700,8501,218,5,on,29.92,-3,568700 M2,M2,1,1
KPOB,RWY05,568000,8501,218,5,on,29.92,-1,568000 M2,M2,1,1
KPOB,RWY05,567600,8501,218,5,on,29.92,0,567600 M1,M1,0,1
KPOB,RWY05,567200,8501,218,5,on,29.92,1,567200 M1,M1,0,1
KPOB,RWY05,566400,8501,218,5,on,29.92,3,566400 M1,M1,0,1
KPOB,RWY05,566100,8501,218,5,on,29.92,4,566100 M1,M1,0,1
KPOB,RWY05,577700,8501,218,5,on,30.22,-18,577700 M2,M2,1,1
KPOB,RWY05,577300,8501,218,5,on,30.22,-17,577300 M2,M2,1,1
KPOB,RWY05,576900,8501,218,5,on,30.22,-16,576900 M2,M2,1,1
KPOB,RWY05,576000,8501,218,5,on,30.22,-14,576000 M2,M2,1,1
KPOB,RWY05,575600,8501,218,5,on,30.22,-13,575600 M2,M2,1,1
KPOB,RWY05,574800,8501,218,5,on,30.22,-11,574800 M2,M2,1,1
KPOB,RWY05,574400,8501,218,5,on,30.22,-10,574400 M2,M2,1,1
KPOB,RWY05,573900,8501,218,5,on,30.22,-9,573900 M2,M2,1,1
KPOB,RWY05,573100,8501,218,5,on,30.22,-7,573100 M2,M2,1,1
KPOB,RWY05,572700,8501,218,5,on,30.22,-6,572700 M2,M2,1,1
KPOB,RWY05,571900,8501,218,5,on,30.22,-4,571900 M2,M2,1,1
KPOB,RWY05,571500,8501,218,5,on,30.22,-3,571500 M2,M2,1,1
KPOB,RWY05,570700,8501,218,5,on,30.22,-1,570700 M2,M2,1,1
KPOB,RWY05,570400,8501,218,5,on,30.22,0,570400 M2,M2,1,1
KPOB,RWY05,570000,8501,218,5,on,30.22,1,570000 M2,M2,1,1
KPOB,RWY05,569200,8501,218,5,on,30.22,3,569200 M1,M1,0,1
KPOB,RWY05,568800,8501,218,5,on,30.22,4,568800 M1,M1,0,1
KPOB,RWY05,578000,8501,218,5,on,30.52,-18,578000 M2,M2,1,1
KPOB,RWY05,577600,8501,218,5,on,30.52,-17,577600 M2,M2,1,1
KPOB,RWY05,577100,8501,218,5,on,30.52,-16,577100 M2,M2,1,1
KPOB,RWY05,576300,8501,218,5,on,30.52,-14,576300 M2,M2,1,1
KPOB,RWY05,575800,8501,218,5,on,30.52,-13,575800 M2,M2,1,1
KPOB,RWY05,575000,8501,218,5,on,30.52,-11,575000 M2,M2,1,1
KPOB,RWY05,574600,8501,218,5,on,30.52,-10,574600 M2,M2,1,1
KPOB,RWY05,574200,8501,218,5,on,30.52,-9,574200 M2,M2,1,1
KPOB,RWY05,573300,8501,218,5,on,30.52,-7,573300 M2,M2,1,1
KPOB,RWY05,572900,8501,218,5,on,30.52,-6,572900 M2,M2,1,1
KPOB,RWY05,572100,8501,218,5,on,30.52,-4,572100 M2,M2,1,1
KPOB,RWY05,571700,8501,218,5,on,30.52,-3,571700 M2,M2,1,1
KPOB,RWY05,570900,8501,218,5,on,30.52,-1,570900 M2,M2,1,1
KPOB,RWY05,570600,8501,218,5,on,30.52,0,570600 M2,M2,1,1
KPOB,RWY05,570200,8501,218,5,on,30.52,1,570200 M2,M2,1,1
KPOB,RWY05,569400,8501,218,5,on,30.52,3,569400 M2,M2,1,1
KPOB,RWY05,569000,8501,218,5,on,30.52,4,569000 M2,M2,1,1
KPOB,RWY23,577900,8501,218,23,off,29.61,-18,577900 M,M,0,0
KPOB,RWY23,577000,8501,218,23,off,29.61,-16,577000 M,M,0,0
KPOB,RWY23,576200,8501,218,23,off,29.61,-14,576200 M,M,0,0
KPOB,RWY23,575100,8501,218,23,off,29.61,-11,575100 M,M,0,0
KPOB,RWY23,574300,8501,218,23,off,29.61,-9,574300 M,M,0,0
KPOB,RWY23,573100,8501,218,23,off,29.61,-6,573100 M,M,0,0
KPOB,RWY23,572400,8501,218,23,off,29.61,-4,572400 M,M,0,0
KPOB,RWY23,571300,8501,218,23,off,29.61,-1,571300 M,M,0,0
KPOB,RWY23,570500,8501,218,23,off,29.61,1,570500 M,M,0,0
KPOB,RWY23,569500,8501,218,23,off,29.61,4,569500 M,M,0,0
KPOB,RWY23,568800,8501,218,23,off,29.61,6,568800 M,M,0,0
KPOB,RWY23,567700,8501,218,23,off,29.61,9,567700 M,M,0,0
KPOB,RWY23,567000,8501,218,23,off,29.61,11,567000 M,M,0,0
KPOB,RWY23,566100,8501,218,23,off,29.61,13,566100 M,M,0,0
KPOB,RWY23,564600,8501,218,23,off,29.61,16,564600 M,M,0,0
KPOB,RWY23,563200,8501,218,23,off,29.61,18,563200 M,M,0,0
KPOB,RWY23,560700,8501,218,23,off,29.61,21,560700 M,M,0,0
KPOB,RWY23,559200,8501,218,23,off,29.61,23,559200 M,M,0,0
KPOB,RWY23,557000,8501,218,23,off,29.61,26,557000 M,M,0,0
KPOB,RWY23,553300,8501,218,23,off,29.61,28,553300 M,M,0,0
KPOB,RWY23,547300,8501,218,23,off,29.61,31,547300 M,M,0,0
KPOB,RWY23,536600,8501,218,23,off,29.61,33,536600 M,M,0,0
KPOB,RWY23,520700,8501,218,23,off,29.61,36,520700 M,M,0,0
KPOB,RWY23,510400,8501,218,23,off,29.61,38,510400 M,M,0,0
KPOB,RWY23,494700,8501,218,23,off,29.61,41,494700 M,M,0,0
KPOB,RWY23,581500,8501,218,23,off,29.92,-18,581500 M,M,0,0
KPOB,RWY23,580600,8501,218,23,off,29.92,-16,580600 M,M,0,0
KPOB,RWY23,579800,8501,218,23,off,29.92,-14,579800 M,M,0,0
KPOB,RWY23,578600,8501,218,23,off,29.92,-11,578600 M,M,0,0
KPOB,RWY23,577800,8501,218,23,off,29.92,-9,577800 M,M,0,0
KPOB,RWY23,576700,8501,218,23,off,29.92,-6,576700 M,M,0,0
KPOB,RWY23,575900,8501,218,23,off,29.92,-4,575900 M,M,0,0
KPOB,RWY23,574800,8501,218,23,off,29.92,-1,574800 M,M,0,0
KPOB,RWY23,574000,8501,218,23,off,29.92,1,574000 M,M,0,0
KPOB,RWY23,573000,8501,218,23,off,29.92,4,573000 M,M,0,0
KPOB,RWY23,572200,8501,218,23,off,29.92,6,572200 M,M,0,0
KPOB,RWY23,571200,8501,218,23,off,29.92,9,571200 M,M,0,0
KPOB,RWY23,570500,8501,218,23,off,29.92,11,570500 M,M,0,0
KPOB,RWY23,569700,8501,218,23,off,29.92,13,569700 M,M,0,0
KPOB,RWY23,568300,8501,218,23,off,29.92,16,568300 M,M,0,0
KPOB,RWY23,566800,8501,218,23,off,29.92,18,566800 M,M,0,0
KPOB,RWY23,564500,8501,218,23,off,29.92,21,564500 M,M,0,0
KPOB,RWY23,562900,8501,218,23,off,29.92,23,562900 M,M,0,0
KPOB,RWY23,560700,8501,218,23,off,29.92,26,560700 M,M,0,0
KPOB,RWY23,558200,8501,218,23,off,29.92,28,558200 M,M,0,0
KPOB,RWY23,553400,8501,218,23,off,29.92,31,553400 M,M,0,0
KPOB,RWY23,542600,8501,218,23,off,29.92,33,542600 M,M,0,0
KPOB,RWY23,526600,8501,218,23,off,29.92,36,526600 M,M,0,0
KPOB,RWY23,516000,8501,218,23,off,29.92,38,516000 M,M,0,0
KPOB,RWY23,500200,8501,218,23,off,29.92,41,500200 M,M,0,0
KPOB,RWY23,584500,8501,218,23,off,30.22,-18,584500 M,M,0,0
KPOB,RWY23,583600,8501,218,23,off,30.22,-16,583600 M,M,0,0
KPOB,RWY23,582800,8501,218,23,off,30.22,-14,582800 M,M,0,0
KPOB,RWY23,581500,8501,218,23,off,30.22,-11,581500 M,M,0,0
KPOB,RWY23,580700,8501,218,23,off,30.22,-9,580700 M,M,0,0
KPOB,RWY23,579500,8501,218,23,off,30.22,-6,579500 M,M,0,0
KPOB,RWY23,578700,8501,218,23,off,30.22,-4,578700 M,M,0,0
KPOB,RWY23,577600,8501,218,23,off,30.22,-1,577600 M,M,0,0
KPOB,RWY23,576800,8501,218,23,off,30.22,1,576800 M,M,0,0
KPOB,RWY23,575800,8501,218,23,off,30.22,4,575800 M,M,0,0
KPOB,RWY23,575000,8501,218,23,off,30.22,6,575000 M,M,0,0
KPOB,RWY23,574000,8501,218,23,off,30.22,9,574000 M,M,0,0
KPOB,RWY23,573300,8501,218,23,off,30.22,11,573300 M,M,0,0
KPOB,RWY23,572600,8501,218,23,off,30.22,13,572600 M,M,0,0
KPOB,RWY23,571200,8501,218,23,off,30.22,16,571200 M,M,0,0
KPOB,RWY23,569800,8501,218,23,off,30.22,18,569800 M,M,0,0
KPOB,RWY23,567700,8501,218,23,off,30.22,21,567700 M,M,0,0
KPOB,RWY23,566000,8501,218,23,off,30.22,23,566000 M,M,0,0
KPOB,RWY23,563700,8501,218,23,off,30.22,26,563700 M,M,0,0
KPOB,RWY23,562200,8501,218,23,off,30.22,28,562200 M,M,0,0
KPOB,RWY23,557900,8501,218,23,off,30.22,31,557900 M,M,0,0
KPOB,RWY23,547500,8501,218,23,off,30.22,33,547500 M,M,0,0
KPOB,RWY23,531700,8501,218,23,off,30.22,36,531700 M,M,0,0
KPOB,RWY23,521100,8501,218,23,off,30.22,38,521100 M,M,0,0
KPOB,RWY23,505500,8501,218,23,off,30.22,41,505500 M,M,0,0
KPOB,RWY23,585000,8501,218,23,off,30.52,-18,585000 F,F,0,0
KPOB,RWY23,584300,8501,218,23,off,30.52,-16,584300 M,M,0,0
KPOB,RWY23,583400,8501,218,23,off,30.52,-14,583400 M,M,0,0
KPOB,RWY23,582100,8501,218,23,off,30.52,-11,582100 M,M,0,0
KPOB,RWY23,581300,8501,218,23,off,30.52,-9,581300 M,M,0,0
KPOB,RWY23,580000,8501,218,23,off,30.52,-6,580000 M,M,0,0
KPOB,RWY23,579200,8501,218,23,off,30.52,-4,579200 M,M,0,0
KPOB,RWY23,578100,8501,218,23,off,30.52,-1,578100 M,M,0,0
KPOB,RWY23,577400,8501,218,23,off,30.52,1,577400 M,M,0,0
KPOB,RWY23,576300,8501,218,23,off,30.52,4,576300 M,M,0,0
KPOB,RWY23,575600,8501,218,23,off,30.52,6,575600 M,M,0,0
KPOB,RWY23,574500,8501,218,23,off,30.52,9,574500 M,M,0,0
KPOB,RWY23,573800,8501,218,23,off,30.52,11,573800 M,M,0,0
KPOB,RWY23,573100,8501,218,23,off,30.52,13,573100 M,M,0,0
KPOB,RWY23,571800,8501,218,23,off,30.52,16,571800 M,M,0,0
KPOB,RWY23,570500,8501,218,23,off,30.52,18,570500 M,M,0,0
KPOB,RWY23,568400,8501,218,23,off,30.52,21,568400 M,M,0,0
KPOB,RWY23,566800,8501,218,23,off,30.52,23,566800 M,M,0,0
KPOB,RWY23,564500,8501,218,23,off,30.52,26,564500 M,M,0,0
KPOB,RWY23,563000,8501,218,23,off,30.52,28,563000 M,M,0,0
KPOB,RWY23,558400,8501,218,23,off,30.52,31,558400 M,M,0,0
KPOB,RWY23,549300,8501,218,23,off,30.52,33,549300 M,M,0,0
KPOB,RWY23,534800,8501,218,23,off,30.52,36,534800 M,M,0,0
KPOB,RWY23,524500,8501,218,23,off,30.52,38,524500 M,M,0,0
KPOB,RWY23,509700,8501,218,23,off,30.52,41,509700 M,M,0,0
KPOB,RWY23,564600,8501,218,12,off,29.61,-18,564600 M,M,0,0
KPOB,RWY23,563700,8501,218,12,off,29.61,-16,563700 M,M,0,0
KPOB,RWY23,562900,8501,218,12,off,29.61,-14,562900 M,M,0,0
KPOB,RWY23,561500,8501,218,12,off,29.61,-11,561500 M,M,0,0
KPOB,RWY23,560700,8501,218,12,off,29.61,-9,560700 M,M,0,0
KPOB,RWY23,559400,8501,218,12,off,29.61,-6,559400 M,M,0,0
KPOB,RWY23,558700,8501,218,12,off,29.61,-4,558700 M,M,0,0
KPOB,RWY23,557500,8501,218,12,off,29.61,-1,557500 M,M,0,0
KPOB,RWY23,556700,8501,218,12,off,29.61,1,556700 M,M,0,0
KPOB,RWY23,555600,8501,218,12,off,29.61,4,555600 M,M,0,0
KPOB,RWY23,554900,8501,218,12,off,29.61,6,554900 M,M,0,0
KPOB,RWY23,553800,8501,218,12,off,29.61,9,553800 M,M,0,0
KPOB,RWY23,553000,8501,218,12,off,29.61,11,553000 M,M,0,0
KPOB,RWY23,552100,8501,218,12,off,29.61,13,552100 M,M,0,0
KPOB,RWY23,550400,8501,218,12,off,29.61,16,550400 M,M,0,0
KPOB,RWY23,549000,8501,218,12,off,29.61,18,549000 M,M,0,0
KPOB,RWY23,546800,8501,218,12,off,29.61,21,546800 M,M,0,0
KPOB,RWY23,545400,8501,218,12,off,29.61,23,545400 M,M,0,0
KPOB,RWY23,543200,8501,218,12,off,29.61,26,543200 M,M,0,0
KPOB,RWY23,540000,8501,218,12,off,29.61,28,540000 M,M,0,0
KPOB,RWY23,533700,8501,218,12,off,29.61,31,533700 M,M,0,0
KPOB,RWY23,523000,8501,218,12,off,29.61,33,523000 M,M,0,0
KPOB,RWY23,507900,8501,218,12,off,29.61,36,507900 M,M,0,0
KPOB,RWY23,497600,8501,218,12,off,29.61,38,497600 M,M,0,0
KPOB,RWY23,482200,8501,218,12,off,29.61,41,482200 M,M,0,0
KPOB,RWY23,568100,8501,218,12,off,29.92,-18,568100 M,M,0,0
KPOB,RWY23,567300,8501,218,12,off,29.92,-16,567300 M,M,0,0
KPOB,RWY23,566500,8501,218,12,off,29.92,-14,566500 M,M,0,0
KPOB,RWY23,565200,8501,218,12,off,29.92,-11,565200 M,M,0,0
KPOB,RWY23,564300,8501,218,12,off,29.92,-9,564300 M,M,0,0
KPOB,RWY23,563000,8501,218,12,off,29.92,-6,563000 M,M,0,0
KPOB,RWY23,562200,8501,218,12,off,29.92,-4,562200 M,M,0,0
KPOB,RWY23,560900,8501,218,12,off,29.92,-1,560900 M,M,0,0
KPOB,RWY23,560200,8501,218,12,off,29.92,1,560200 M,M,0,0
KPOB,RWY23,559000,8501,218,12,off,29.92,4,559000 M,M,0,0
KPOB,RWY23,558200,8501,218,12,off,29.92,6,558200 M,M,0,0
KPOB,RWY23,557200,8501,218,12,off,29.92,9,557200 M,M,0,0
KPOB,RWY23,556500,8501,218,12,off,29.92,11,556500 M,M,0,0
KPOB,RWY23,555600,8501,218,12,off,29.92,13,555600 M,M,0,0
KPOB,RWY23,554100,8501,218,12,off,29.92,16,554100 M,M,0,0
KPOB,RWY23,552600,8501,218,12,off,29.92,18,552600 M,M,0,0
KPOB,RWY23,550400,8501,218,12,off,29.92,21,550400 M,M,0,0
KPOB,RWY23,549000,8501,218,12,off,29.92,23,549000 M,M,0,0
KPOB,RWY23,546800,8501,218,12,off,29.92,26,546800 M,M,0,0
KPOB,RWY23,544500,8501,218,12,off,29.92,28,544500 M,M,0,0
KPOB,RWY23,539700,8501,218,12,off,29.92,31,539700 M,M,0,0
KPOB,RWY23,528900,8501,218,12,off,29.92,33,528900 M,M,0,0
KPOB,RWY23,513400,8501,218,12,off,29.92,36,513400 M,M,0,0
KPOB,RWY23,503200,8501,218,12,off,29.92,38,503200 M,M,0,0
KPOB,RWY23,487700,8501,218,12,off,29.92,41,487700 M,M,0,0
KPOB,RWY23,571000,8501,218,12,off,30.22,-18,571000 M,M,0,0
KPOB,RWY23,570200,8501,218,12,off,30.22,-16,570200 M,M,0,0
KPOB,RWY23,569300,8501,218,12,off,30.22,-14,569300 M,M,0,0
KPOB,RWY23,568100,8501,218,12,off,30.22,-11,568100 M,M,0,0
KPOB,RWY23,567200,8501,218,12,off,30.22,-9,567200 M,M,0,0
KPOB,RWY23,565900,8501,218,12,off,30.22,-6,565900 M,M,0,0
KPOB,RWY23,565100,8501,218,12,off,30.22,-4,565100 M,M,0,0
KPOB,RWY23,563800,8501,218,12,off,30.22,-1,563800 M,M,0,0
KPOB,RWY23,563000,8501,218,12,off,30.22,1,563000 M,M,0,0
KPOB,RWY23,561800,8501,218,12,off,30.22,4,561800 M,M,0,0
KPOB,RWY23,561000,8501,218,12,off,30.22,6,561000 M,M,0,0
KPOB,RWY23,559900,8501,218,12,off,30.22,9,559900 M,M,0,0
KPOB,RWY23,559200,8501,218,12,off,30.22,11,559200 M,M,0,0
KPOB,RWY23,558400,8501,218,12,off,30.22,13,558400 M,M,0,0
KPOB,RWY23,557000,8501,218,12,off,30.22,16,557000 M,M,0,0
KPOB,RWY23,555500,8501,218,12,off,30.22,18,555500 M,M,0,0
KPOB,RWY23,553300,8501,218,12,off,30.22,21,553300 M,M,0,0
KPOB,RWY23,551900,8501,218,12,off,30.22,23,551900 M,M,0,0
KPOB,RWY23,549800,8501,218,12,off,30.22,26,549800 M,M,0,0
KPOB,RWY23,548300,8501,218,12,off,30.22,28,548300 M,M,0,0
KPOB,RWY23,544300,8501,218,12,off,30.22,31,544300 M,M,0,0
KPOB,RWY23,533800,8501,218,12,off,30.22,33,533800 M,M,0,0
KPOB,RWY23,518200,8501,218,12,off,30.22,36,518200 M,M,0,0
KPOB,RWY23,508100,8501,218,12,off,30.22,38,508100 M,M,0,0
KPOB,RWY23,492800,8501,218,12,off,30.22,41,492800 M,M,0,0
KPOB,RWY23,571500,8501,218,12,off,30.52,-18,571500 M,M,0,0
KPOB,RWY23,570700,8501,218,12,off,30.52,-16,570700 M,M,0,0
KPOB,RWY23,569900,8501,218,12,off,30.52,-14,569900 M,M,0,0
KPOB,RWY23,568600,8501,218,12,off,30.52,-11,568600 M,M,0,0
KPOB,RWY23,567900,8501,218,12,off,30.52,-9,567900 M,M,0,0
KPOB,RWY23,566500,8501,218,12,off,30.52,-6,566500 M,M,0,0
KPOB,RWY23,565600,8501,218,12,off,30.52,-4,565600 M,M,0,0
KPOB,RWY23,564400,8501,218,12,off,30.52,-1,564400 M,M,0,0
KPOB,RWY23,563600,8501,218,12,off,30.52,1,563600 M,M,0,0
KPOB,RWY23,562400,8501,218,12,off,30.52,4,562400 M,M,0,0
KPOB,RWY23,561600,8501,218,12,off,30.52,6,561600 M,M,0,0
KPOB,RWY23,560400,8501,218,12,off,30.52,9,560400 M,M,0,0
KPOB,RWY23,559700,8501,218,12,off,30.52,11,559700 M,M,0,0
KPOB,RWY23,559000,8501,218,12,off,30.52,13,559000 M,M,0,0
KPOB,RWY23,557600,8501,218,12,off,30.52,16,557600 M,M,0,0
KPOB,RWY23,556200,8501,218,12,off,30.52,18,556200 M,M,0,0
