Date,Year,Month,Day,Zulu Hours,TACC Sorties,High Priority Sorties,Flying Hours,Cargo (Stons),Passengers
1/1/13,2013,1,1,0,5,0,23,30.8,229
1/1/13,2013,1,1,1,1,0,3.5,69.03,0
1/1/13,2013,1,1,2,5,0,17.4,51.45,222
1/1/13,2013,1,1,3,2,0,12.1,19.8,3
1/1/13,2013,1,1,4,10,0,54.9,28.5,124
1/1/13,2013,1,1,5,7,0,41.5,39.93,166
1/1/13,2013,1,1,6,6,0,35.7,60.53,68
1/1/13,2013,1,1,7,2,0,12.5,26.27,0
1/1/13,2013,1,1,8,4,0,13.6,82.64,150
1/1/13,2013,1,1,9,3,0,7.3,56.5,37
1/1/13,2013,1,1,10,3,0,12.2,50.1,6
1/1/13,2013,1,1,11,6,0,20.2,85.22,37
1/1/13,2013,1,1,12,4,0,29.6,0,158
1/1/13,2013,1,1,13,2,0,9.5,2.44,0
1/1/13,2013,1,1,14,5,0,14.2,38.69,86
1/1/13,2013,1,1,15,4,0,16.3,10.06,158
1/1/13,2013,1,1,16,4,0,12.3,102.36,0
1/1/13,2013,1,1,17,4,0,12.9,0.27,15
1/1/13,2013,1,1,18,7,0,35.6,20.63,7
1/1/13,2013,1,1,19,1,1,9.9,4.4,1
1/1/13,2013,1,1,20,2,0,8.7,0.01,1
1/1/13,2013,1,1,21,4,0,14.6,131.97,50
1/1/13,2013,1,1,22,3,0,12.8,43.98,11
1/1/13,2013,1,1,23,10,0,52.2,77.92,218
1/2/13,2013,1,2,0,4,0,24.8,27.11,223
1/2/13,2013,1,2,1,5,0,15.8,24.11,58
1/2/13,2013,1,2,2,3,0,13.1,40.27,159
1/2/13,2013,1,2,3,3,0,16.2,57.47,21
1/2/13,2013,1,2,4,5,0,22,54.76,0
1/2/13,2013,1,2,5,4,0,14.7,71.4,22
1/2/13,2013,1,2,6,3,0,9.5,19.49,53
1/2/13,2013,1,2,7,10,2,47.6,43.24,47
1/2/13,2013,1,2,8,2,0,12,0,129
1/2/13,2013,1,2,9,1,0,5.4,0,0
1/2/13,2013,1,2,10,7,0,31.7,36.9,206
1/2/13,2013,1,2,11,7,0,36.6,130.9,125
1/2/13,2013,1,2,12,6,0,24.1,30.47,278
1/2/13,2013,1,2,13,7,0,28.1,12.2,9
1/2/13,2013,1,2,14,5,0,10.4,0,314
1/2/13,2013,1,2,15,7,0,26.9,63.23,8
1/2/13,2013,1,2,16,7,0,28.4,0,1
1/2/13,2013,1,2,17,5,0,14.8,58.45,82
1/2/13,2013,1,2,18,7,0,27,75.38,123
1/2/13,2013,1,2,19,7,0,22.3,23.03,57
1/2/13,2013,1,2,20,5,0,21.6,7.27,5
1/2/13,2013,1,2,21,11,0,41.2,68.38,88
1/2/13,2013,1,2,22,8,0,36.4,117.44,244
1/2/13,2013,1,2,23,5,0,26.6,51.64,63
1/3/13,2013,1,3,0,9,0,36.4,106.47,684
1/3/13,2013,1,3,1,6,0,35.5,177.27,20
1/3/13,2013,1,3,2,5,0,32.8,15.13,392
1/3/13,2013,1,3,3,5,0,20.9,33.73,109
1/3/13,2013,1,3,4,7,0,30.4,63.9,163
1/3/13,2013,1,3,5,5,0,26.7,86.93,3
1/3/13,2013,1,3,6,5,0,11.4,66.86,22
1/3/13,2013,1,3,7,5,0,23.9,19.99,143
1/3/13,2013,1,3,8,3,0,15.2,0,11
1/3/13,2013,1,3,9,5,0,13.3,37.1,160
1/3/13,2013,1,3,10,1,0,2.8,0,12
1/3/13,2013,1,3,11,4,0,24.6,17.08,36
1/3/13,2013,1,3,12,6,0,26.7,1.56,64
1/3/13,2013,1,3,13,6,0,18.5,7.47,329
1/3/13,2013,1,3,14,5,0,35.5,3.61,187
1/3/13,2013,1,3,15,4,0,19.2,2.12,283
1/3/13,2013,1,3,16,5,0,30.2,23.6,10
1/3/13,2013,1,3,17,6,0,16.4,36.79,59
1/3/13,2013,1,3,18,7,0,18.6,20.32,110
1/3/13,2013,1,3,19,2,0,2.7,3.23,0
1/3/13,2013,1,3,20,9,0,30.5,70.23,216
1/3/13,2013,1,3,21,6,0,33.6,31.101,57
1/3/13,2013,1,3,22,9,0,33.1,60.87,133
1/3/13,2013,1,3,23,7,0,27.6,18.73,412
1/4/13,2013,1,4,0,10,0,39.5,87.93,594
1/4/13,2013,1,4,1,11,0,70.2,179.5,177
1/4/13,2013,1,4,2,4,0,7.4,43.101,8
1/4/13,2013,1,4,3,4,0,22.2,70.14,131
1/4/13,2013,1,4,4,9,0,52.5,112.85,577
1/4/13,2013,1,4,5,10,0,49.2,112.89,54
1/4/13,2013,1,4,6,3,0,13.8,16.2,80
1/4/13,2013,1,4,7,6,0,35,1.81,75
1/4/13,2013,1,4,8,7,0,36.6,134.32,5
1/4/13,2013,1,4,9,5,0,19.6,43.85,135
1/4/13,2013,1,4,10,6,0,31.5,34.8,135
1/4/13,2013,1,4,11,7,0,31.4,83.98,254
1/4/13,2013,1,4,12,6,0,36.8,9.65,183
1/4/13,2013,1,4,13,3,0,10.2,42.76,9
1/4/13,2013,1,4,14,8,0,40.2,54.14,36
1/4/13,2013,1,4,15,5,0,27,57.55,165
1/4/13,2013,1,4,16,12,0,52.6,229.81,352
1/4/13,2013,1,4,17,2,0,14.9,61.35,30
1/4/13,2013,1,4,18,7,0,32.3,8.59,273
1/4/13,2013,1,4,19,7,0,25.1,58.4,28
1/4/13,2013,1,4,20,8,0,28.1,78.48,81
1/4/13,2013,1,4,21,4,0,16.7,34.74,119
1/4/13,2013,1,4,22,4,0,16.4,6.5,161
1/4/13,2013,1,4,23,7,0,35.7,47.36,271
1/5/13,2013,1,5,0,9,1,46.3,57.85,292
1/5/13,2013,1,5,1,6,0,31.5,54.3,928
1/5/13,2013,1,5,2,5,0,31.3,14,334
1/5/13,2013,1,5,3,7,1,45.7,39.72,376
1/5/13,2013,1,5,4,6,0,28.7,63.3,44
1/5/13,2013,1,5,5,11,0,53.4,49.51,310
1/5/13,2013,1,5,6,5,0,27.4,82.84,12
1/5/13,2013,1,5,7,8,0,49.5,66.56,142
1/5/13,2013,1,5,8,9,0,41.3,51.32,144
1/5/13,2013,1,5,9,3,0,12.4,51.34,0
1/5/13,2013,1,5,10,8,0,40.7,55.85,224
1/5/13,2013,1,5,11,5,0,18.9,24.34,12
1/5/13,2013,1,5,12,6,0,29.3,54.42,155
1/5/13,2013,1,5,13,3,0,6.5,44.47,0
1/5/13,2013,1,5,14,9,0,38.1,32.24,395
1/5/13,2013,1,5,15,9,0,32.9,110.48,62
1/5/13,2013,1,5,16,11,0,36.3,89.01,98
1/5/13,2013,1,5,17,9,0,34.5,155.92,50
1/5/13,2013,1,5,18,6,0,28.2,54.89,83
1/5/13,2013,1,5,19,9,1,28.1,64.54,101
1/5/13,2013,1,5,20,6,0,24.5,42.8,8
1/5/13,2013,1,5,21,5,0,19.1,32.4,8
1/5/13,2013,1,5,22,7,0,28,122.41,118
1/5/13,2013,1,5,23,5,0,17.4,64.08,2
1/6/13,2013,1,6,0,12,3,58,194.9,356
1/6/13,2013,1,6,1,9,0,36.4,95.99,145
1/6/13,2013,1,6,3,3,0,16,0.52,3
1/6/13,2013,1,6,4,6,0,33.5,50.54,886
1/6/13,2013,1,6,5,5,0,23.1,74.47,11
1/6/13,2013,1,6,6,5,0,27.2,10.15,133
1/6/13,2013,1,6,7,7,0,28.6,74.49,10
1/6/13,2013,1,6,8,4,0,19.5,12.1,30
1/6/13,2013,1,6,9,6,0,22.9,64.17,128
1/6/13,2013,1,6,10,8,2,49.5,71.13,285
1/6/13,2013,1,6,11,6,1,31.9,39,107
1/6/13,2013,1,6,12,8,0,41.1,26.73,180
1/6/13,2013,1,6,13,13,0,79.3,56.81,177
1/6/13,2013,1,6,14,6,0,30.1,27.67,25
1/6/13,2013,1,6,15,6,0,26.6,10.24,72
1/6/13,2013,1,6,16,11,0,60.3,91.16,312
1/6/13,2013,1,6,17,5,0,13.4,0,157
1/6/13,2013,1,6,18,6,1,22.6,53.94,7
1/6/13,2013,1,6,19,4,0,18.3,2.88,34
1/6/13,2013,1,6,20,5,0,15.7,11.44,14
1/6/13,2013,1,6,21,9,0,50,101.57,100
1/6/13,2013,1,6,22,6,0,29.2,17.64,67
1/6/13,2013,1,6,23,9,0,37.6,73.86,57
1/7/13,2013,1,7,0,9,0,36.7,11.5,290
1/7/13,2013,1,7,1,9,0,43.6,96.84,525
1/7/13,2013,1,7,2,5,1,23,39.29,6
1/7/13,2013,1,7,3,10,0,47.3,99.67,12
1/7/13,2013,1,7,4,5,1,7.4,3.1,116
1/7/13,2013,1,7,5,7,1,44.8,67.71,54
1/7/13,2013,1,7,6,4,0,14.6,33.61,40
1/7/13,2013,1,7,7,10,1,51.9,62.65,634
1/7/13,2013,1,7,8,5,0,16,74.03,108
1/7/13,2013,1,7,9,4,0,25.4,26,234
1/7/13,2013,1,7,10,7,0,38.1,3.87,51
1/7/13,2013,1,7,11,5,0,31.5,0.56,0
1/7/13,2013,1,7,12,4,0,19.1,6.2,42
1/7/13,2013,1,7,13,6,0,37.6,54.01,57
1/7/13,2013,1,7,14,5,0,18,22.76,149
1/7/13,2013,1,7,15,14,1,53.6,181.12,137
1/7/13,2013,1,7,16,5,0,13,14.38,0
1/7/13,2013,1,7,17,10,0,28.6,30.12,195
1/7/13,2013,1,7,18,11,2,50.4,180.63,190
1/7/13,2013,1,7,19,8,0,28.2,24,2
1/7/13,2013,1,7,20,4,0,11.1,0,1
1/7/13,2013,1,7,21,6,0,29.8,26.01,20
1/7/13,2013,1,7,22,10,1,27.1,2.21,776
1/7/13,2013,1,7,23,8,0,30.3,73.17,182
1/8/13,2013,1,8,0,7,0,28.4,28.16,0
1/8/13,2013,1,8,1,10,0,47.3,96.71,229
1/8/13,2013,1,8,2,7,1,35.3,115.6,228
1/8/13,2013,1,8,3,6,0,36.6,102.87,26
1/8/13,2013,1,8,4,7,0,31.3,91.44,10
1/8/13,2013,1,8,5,1,0,6.8,19.34,0
1/8/13,2013,1,8,6,7,0,46.9,62.78,66
1/8/13,2013,1,8,7,5,0,25.8,6.95,2
1/8/13,2013,1,8,8,6,0,44.3,51.48,22
1/8/13,2013,1,8,9,7,0,27.3,8.68,82
1/8/13,2013,1,8,10,4,0,23.3,27.7,6
1/8/13,2013,1,8,11,4,0,22.3,49.02,111
1/8/13,2013,1,8,12,8,0,34.4,19.7,71
1/8/13,2013,1,8,13,8,1,37.3,0,349
1/8/13,2013,1,8,14,7,0,24.7,8.05,243
1/8/13,2013,1,8,15,11,2,47.9,45.51,166
1/8/13,2013,1,8,16,9,1,30.9,15.26,52
1/8/13,2013,1,8,17,3,0,15,1.69,19
1/8/13,2013,1,8,18,9,0,42.1,3.13,119
1/8/13,2013,1,8,19,10,0,37.4,69.02,120
1/8/13,2013,1,8,20,11,1,47,55.94,406
1/8/13,2013,1,8,21,3,0,13.3,47.11,31
1/8/13,2013,1,8,22,5,0,13.7,34.25,53
1/8/13,2013,1,8,23,6,1,41.6,72.56,22
1/9/13,2013,1,9,0,7,1,30.1,44.15,288
1/9/13,2013,1,9,1,8,0,36.2,15.81,432
1/9/13,2013,1,9,2,7,0,32.6,18.64,333
1/9/13,2013,1,9,3,6,0,36.3,0,209
1/9/13,2013,1,9,4,7,1,37.1,72.78,515
1/9/13,2013,1,9,5,7,1,26.4,128.98,21
1/9/13,2013,1,9,6,4,0,13.6,0.84,120
1/9/13,2013,1,9,7,7,0,26.7,123.54,154
1/9/13,2013,1,9,8,8,0,47.8,81.6,464
1/9/13,2013,1,9,9,7,0,24.9,66.2,184
1/9/13,2013,1,9,10,3,0,13.3,68.9,7
1/9/13,2013,1,9,11,6,0,27.6,42.99,14
1/9/13,2013,1,9,12,6,0,22.9,32.98,274
1/9/13,2013,1,9,13,6,0,32.6,14.84,65
1/9/13,2013,1,9,14,8,0,18.4,54.68,0
1/9/13,2013,1,9,15,15,1,60.3,50.34,111
1/9/13,2013,1,9,16,12,0,32.7,29.18,0
1/9/13,2013,1,9,17,7,0,25.9,63.61,89
1/9/13,2013,1,9,18,11,0,30.3,32.62,41
1/9/13,2013,1,9,19,14,0,57.2,34.41,385
1/9/13,2013,1,9,20,7,1,30.9,107.79,63
1/9/13,2013,1,9,21,4,0,17,81.08,0
1/9/13,2013,1,9,22,7,0,33.6,41.41,143
1/9/13,2013,1,9,23,9,0,41.2,92.38,149
1/10/13,2013,1,10,0,6,0,26.1,105.14,56
1/10/13,2013,1,10,1,5,0,24.7,40.8,135
1/10/13,2013,1,10,2,7,0,38.9,93.15,2
1/10/13,2013,1,10,3,5,0,19.7,132.15,528
1/10/13,2013,1,10,4,7,0,27.5,91.95,3
1/10/13,2013,1,10,5,10,0,43.4,159.87,211
1/10/13,2013,1,10,6,5,0,13.2,100.5,25
1/10/13,2013,1,10,7,6,0,33.5,54.2,51
1/10/13,2013,1,10,8,9,0,49.3,40.32,188
1/10/13,2013,1,10,9,6,0,24.8,0,97
1/10/13,2013,1,10,10,6,0,19.8,91.35,76
1/10/13,2013,1,10,11,5,0,26.7,58.97,5
1/10/13,2013,1,10,12,5,0,23.8,0.2,168
1/10/13,2013,1,10,13,12,0,59.4,37.83,513
1/10/13,2013,1,10,14,8,0,22.3,58.32,22
1/10/13,2013,1,10,15,13,0,58.9,63.6,296
1/10/13,2013,1,10,16,8,0,22.5,75.63,84
1/10/13,2013,1,10,17,9,0,23.8,73.911,156
1/10/13,2013,1,10,18,14,0,63.8,124.12,290
1/10/13,2013,1,10,19,7,0,36.5,78.51,142
1/10/13,2013,1,10,20,9,0,31.5,81.95,39
1/10/13,2013,1,10,21,6,0,21.5,103.65,209
1/10/13,2013,1,10,22,7,0,30.3,73.54,20
1/10/13,2013,1,10,23,7,0,39.1,37.9,0
1/11/13,2013,1,11,0,9,0,33.9,59.44,502
1/11/13,2013,1,11,1,9,0,28.4,25.02,30
1/11/13,2013,1,11,2,2,0,12,31.57,3
1/11/13,2013,1,11,3,6,0,25,61.37,1
1/11/13,2013,1,11,4,6,0,10.5,11.03,129
1/11/13,2013,1,11,5,6,0,28,33.52,20
1/11/13,2013,1,11,6,11,0,65.1,128.77,213
1/11/13,2013,1,11,7,5,0,25,4.84,4
1/11/13,2013,1,11,8,9,0,44.5,117.46,29
1/11/13,2013,1,11,9,6,0,19.8,66.77,15
1/11/13,2013,1,11,10,5,0,29,61.41,64
1/11/13,2013,1,11,11,9,0,38.1,184.03,36
1/11/13,2013,1,11,12,6,0,29.3,43.77,192
1/11/13,2013,1,11,13,5,0,20.5,13.68,0
1/11/13,2013,1,11,14,5,0,28.5,31.69,14
1/11/13,2013,1,11,15,9,0,41.1,12.071,282
1/11/13,2013,1,11,16,12,0,53.5,30.13,357
1/11/13,2013,1,11,17,9,0,39,13.4,0
1/11/13,2013,1,11,18,8,0,34.2,40.11,17
1/11/13,2013,1,11,19,14,0,59.7,86.04,296
1/11/13,2013,1,11,20,9,0,46.2,129.27,93
1/11/13,2013,1,11,21,10,0,51.8,93.16,205
1/11/13,2013,1,11,22,5,0,17.3,0,2
1/11/13,2013,1,11,23,9,0,36.5,104.98,558
1/12/13,2013,1,12,0,12,0,51,38.4,375
1/12/13,2013,1,12,1,7,0,35.1,19,147
1/12/13,2013,1,12,2,4,0,18.4,0,8
1/12/13,2013,1,12,3,7,0,31.5,0.2,1
1/12/13,2013,1,12,4,7,0,29.2,156.23,31
1/12/13,2013,1,12,5,10,0,76.4,156.36,137
1/12/13,2013,1,12,6,7,0,38.2,128.07,50
1/12/13,2013,1,12,7,7,0,27.4,0.05,94
1/12/13,2013,1,12,8,6,0,18.7,110.87,46
1/12/13,2013,1,12,9,4,0,17.1,0.01,177
1/12/13,2013,1,12,10,9,0,30.7,38.83,198
1/12/13,2013,1,12,11,12,0,66,114.06,39
1/12/13,2013,1,12,12,6,0,25.2,65.11,80
1/12/13,2013,1,12,13,5,0,22.7,23.47,3
1/12/13,2013,1,12,14,12,0,68.8,45.001,125
1/12/13,2013,1,12,15,13,0,54.8,45.98,26
1/12/13,2013,1,12,16,3,0,9,3.3,0
1/12/13,2013,1,12,17,16,0,65.4,119.69,223
1/12/13,2013,1,12,18,9,0,27.8,19.3,231
1/12/13,2013,1,12,19,11,0,42.1,74.58,219
1/12/13,2013,1,12,20,6,0,26.4,1.38,113
1/12/13,2013,1,12,21,3,0,13.9,0,44
1/12/13,2013,1,12,22,12,0,42.3,24.4,483
1/12/13,2013,1,12,23,3,0,5.9,0,158
1/13/13,2013,1,13,0,9,0,37.2,0,225
1/13/13,2013,1,13,1,8,0,39,70.18,249
1/13/13,2013,1,13,2,5,0,32.2,41.6,322
1/13/13,2013,1,13,3,7,0,33.9,26.7,234
1/13/13,2013,1,13,4,5,0,26.2,0.28,534
1/13/13,2013,1,13,5,8,0,22.7,82.06,112
1/13/13,2013,1,13,6,4,0,15.5,40.89,15
1/13/13,2013,1,13,7,9,0,49.4,111.32,172
1/13/13,2013,1,13,8,5,0,27,0,445
1/13/13,2013,1,13,9,6,0,45.3,65.78,16
1/13/13,2013,1,13,10,9,0,42.1,38.58,130
1/13/13,2013,1,13,11,7,0,26.9,8.9,83
1/13/13,2013,1,13,12,9,0,55.7,18.5,67
1/13/13,2013,1,13,13,4,0,17.7,0.02,236
1/13/13,2013,1,13,14,6,0,29.8,14.73,84
1/13/13,2013,1,13,15,10,0,52.4,8.51,10
1/13/13,2013,1,13,16,11,0,77.3,75.99,485
1/13/13,2013,1,13,17,5,0,13.4,47.5,50
1/13/13,2013,1,13,18,9,0,33.1,0,143
1/13/13,2013,1,13,19,10,0,46.6,14.03,83
1/13/13,2013,1,13,20,11,0,56.9,29.32,60
1/13/13,2013,1,13,21,11,0,47.2,42.38,358
1/13/13,2013,1,13,22,8,0,48.2,102.71,34
1/13/13,2013,1,13,23,9,0,40,51.14,118
1/14/13,2013,1,14,0,9,0,45,23.5,230
1/14/13,2013,1,14,1,13,0,55.3,105.23,301
1/14/13,2013,1,14,2,4,0,22.5,0.01,0
1/14/13,2013,1,14,3,5,0,19.6,26.23,57
1/14/13,2013,1,14,4,8,0,36.3,123.84,145
1/14/13,2013,1,14,5,6,0,30.5,16.26,39
1/14/13,2013,1,14,6,8,0,30.1,0.58,191
1/14/13,2013,1,14,7,8,0,45.8,58.44,138
1/14/13,2013,1,14,8,12,0,46.1,25.27,149
1/14/13,2013,1,14,9,6,0,37.8,5.7,105
1/14/13,2013,1,14,10,5,0,19.8,1.4,5
1/14/13,2013,1,14,11,8,0,45.4,95.74,284
1/14/13,2013,1,14,12,6,0,22.7,14.6,214
1/14/13,2013,1,14,13,9,0,33.2,98.62,203
1/14/13,2013,1,14,14,7,0,28.4,59.49,149
1/14/13,2013,1,14,15,7,0,25.1,39.07,51
1/14/13,2013,1,14,16,12,0,49.4,141.04,16
1/14/13,2013,1,14,17,8,0,26.7,50.19,8
1/14/13,2013,1,14,18,12,0,35.4,8.92,340
1/14/13,2013,1,14,19,11,0,37.4,119.95,93
1/14/13,2013,1,14,20,13,0,62.6,60.9,185
1/14/13,2013,1,14,21,5,0,33.2,104.9,71
1/14/13,2013,1,14,22,10,0,36.7,5.37,558
1/14/13,2013,1,14,23,15,0,68.4,104.31,127
1/15/13,2013,1,15,0,9,0,42.5,64.01,109
1/15/13,2013,1,15,1,5,0,29.3,0.09,9
1/15/13,2013,1,15,2,8,0,36.9,112.91,504
1/15/13,2013,1,15,3,15,0,72.3,37.4,312
1/15/13,2013,1,15,4,4,0,28.3,13.49,30
1/15/13,2013,1,15,5,3,0,13.6,12.82,34
1/15/13,2013,1,15,6,10,0,51.1,88.121,228
1/15/13,2013,1,15,7,8,0,31.6,34.68,84
1/15/13,2013,1,15,8,9,0,45.6,106.51,312
1/15/13,2013,1,15,9,7,0,44,57.77,14
1/15/13,2013,1,15,10,5,0,21.2,48.89,234
1/15/13,2013,1,15,11,8,0,38.8,35.29,339
1/15/13,2013,1,15,12,9,0,44.5,1.5,530
1/15/13,2013,1,15,13,7,0,22.2,54.85,0
1/15/13,2013,1,15,14,6,0,34.8,1.74,10
1/15/13,2013,1,15,15,9,0,47,3.73,386
1/15/13,2013,1,15,16,12,0,26.6,38.91,45
1/15/13,2013,1,15,17,7,0,25.2,33.28,57
1/15/13,2013,1,15,18,8,0,24.4,37.98,191
1/15/13,2013,1,15,19,12,0,47.1,14.5,116
1/15/13,2013,1,15,20,10,0,38.1,85.09,9
1/15/13,2013,1,15,21,6,0,35.2,62.52,158
1/15/13,2013,1,15,22,6,0,28.7,49.09,70
1/15/13,2013,1,15,23,9,0,46.4,48.99,111
1/16/13,2013,1,16,0,5,0,27.8,70.46,224
1/16/13,2013,1,16,1,7,0,34.1,62.06,432
1/16/13,2013,1,16,2,13,0,66.1,40.8,400
1/16/13,2013,1,16,3,3,0,15.5,74.62,6
1/16/13,2013,1,16,4,6,0,26.5,58.87,9
1/16/13,2013,1,16,5,11,0,51.3,75.37,37
1/16/13,2013,1,16,6,5,0,30.2,14.78,523
1/16/13,2013,1,16,7,5,0,17.5,48.89,233
1/16/13,2013,1,16,8,6,0,21.2,162.31,185
1/16/13,2013,1,16,9,8,0,37.7,16.11,38
1/16/13,2013,1,16,10,9,0,46.6,59.58,58
1/16/13,2013,1,16,11,3,0,12.5,0.01,3
1/16/13,2013,1,16,12,11,0,57.2,96.28,160
1/16/13,2013,1,16,13,2,0,18.6,0,0
1/16/13,2013,1,16,14,10,0,40.7,51.75,492
1/16/13,2013,1,16,15,10,0,54,99.6,24
1/16/13,2013,1,16,16,8,0,39.7,79.841,95
1/16/13,2013,1,16,17,9,0,36.2,90.72,49
1/16/13,2013,1,16,18,10,0,39.2,5.26,2
1/16/13,2013,1,16,19,4,0,9,12.22,36
1/16/13,2013,1,16,20,2,0,8.2,1.3,0
1/16/13,2013,1,16,21,7,0,27.8,144.02,19
1/16/13,2013,1,16,22,7,0,24.6,1.58,15
1/16/13,2013,1,16,23,8,0,39.9,25.57,195
1/17/13,2013,1,17,0,10,0,35.3,31.41,181
1/17/13,2013,1,17,1,13,0,53,103.28,400
1/17/13,2013,1,17,2,3,0,8.2,9.4,16
1/17/13,2013,1,17,3,8,0,23.4,35.98,131
1/17/13,2013,1,17,4,8,0,31.3,18.61,94
1/17/13,2013,1,17,5,8,0,39,58,102
1/17/13,2013,1,17,6,11,0,47.7,151.19,53
1/17/13,2013,1,17,7,9,0,45.2,50.12,329
1/17/13,2013,1,17,8,7,0,43.3,26.74,83
1/17/13,2013,1,17,9,8,0,37.1,25.2,233
1/17/13,2013,1,17,10,9,0,50.2,4.2,82
1/17/13,2013,1,17,11,7,0,36.3,43.13,21
1/17/13,2013,1,17,12,11,0,48.1,57.26,371
1/17/13,2013,1,17,13,7,0,28.7,34.46,14
1/17/13,2013,1,17,14,12,0,46.2,105.31,447
1/17/13,2013,1,17,15,7,0,39.5,14.75,59
1/17/13,2013,1,17,16,4,0,11.3,27.6,18
1/17/13,2013,1,17,17,20,0,101.1,66.44,419
1/17/13,2013,1,17,18,19,0,86.6,173.12,121
1/17/13,2013,1,17,19,7,0,38.2,113.88,131
1/17/13,2013,1,17,20,7,0,27.3,140.14,7
1/17/13,2013,1,17,21,7,0,34.2,17.69,35
1/17/13,2013,1,17,22,4,0,16.5,35.41,4
1/17/13,2013,1,17,23,5,0,35.5,38.9,194
1/18/13,2013,1,18,0,7,0,19.7,94.2,218
1/18/13,2013,1,18,1,10,0,45.3,55.95,6
1/18/13,2013,1,18,2,11,0,53.3,54.87,118
1/18/13,2013,1,18,3,8,0,31,26.52,0
1/18/13,2013,1,18,4,7,0,31.7,5.41,97
1/18/13,2013,1,18,5,7,0,36.4,0.7,8
1/18/13,2013,1,18,6,9,0,37.7,49.1,78
1/18/13,2013,1,18,7,8,0,38.5,35.32,73
1/18/13,2013,1,18,8,2,0,5.9,76.04,2
1/18/13,2013,1,18,9,6,0,27.5,54.98,366
1/18/13,2013,1,18,10,3,0,13,46.6,16
1/18/13,2013,1,18,11,9,0,45.9,115.44,99
1/18/13,2013,1,18,12,4,0,26.9,41.34,15
1/18/13,2013,1,18,13,8,0,27.9,12.74,158
1/18/13,2013,1,18,14,7,0,25.6,25.05,143
1/18/13,2013,1,18,15,6,0,20.4,33.86,59
1/18/13,2013,1,18,16,15,0,54.9,73.19,223
1/18/13,2013,1,18,17,10,0,38.3,1.21,12
1/18/13,2013,1,18,18,5,0,2182.5,90.42,58
1/18/13,2013,1,18,19,18,0,71.7,112.46,329
1/18/13,2013,1,18,20,11,0,49.4,86.88,4
1/18/13,2013,1,18,21,7,0,26,148.7,345
1/18/13,2013,1,18,22,11,0,36,2.25,241
1/18/13,2013,1,18,23,7,0,32.1,58.2,4
1/19/13,2013,1,19,0,12,0,59.6,75.16,310
1/19/13,2013,1,19,1,5,0,23.3,19.28,1
1/19/13,2013,1,19,2,7,0,36.9,169.87,644
1/19/13,2013,1,19,3,6,0,32.6,72.71,187
1/19/13,2013,1,19,4,9,0,41.6,55.02,12
1/19/13,2013,1,19,5,3,0,21,21.07,20
1/19/13,2013,1,19,6,6,0,35.3,14.63,0
1/19/13,2013,1,19,7,8,0,48.3,114.83,48
1/19/13,2013,1,19,8,6,0,21.1,58.5,48
1/19/13,2013,1,19,9,4,0,30.8,95.6,53
1/19/13,2013,1,19,10,4,0,12.4,8.72,3
1/19/13,2013,1,19,11,7,0,30,18.31,80
1/19/13,2013,1,19,12,3,0,15.2,13.95,139
1/19/13,2013,1,19,13,3,0,9.2,3.72,15
1/19/13,2013,1,19,14,6,0,21.5,6.01,73
1/19/13,2013,1,19,15,11,0,35.7,77.38,57
1/19/13,2013,1,19,16,8,0,31.6,24.73,331
1/19/13,2013,1,19,17,8,0,26.3,34.2,49
1/19/13,2013,1,19,18,10,0,24.5,53.94,143
1/19/13,2013,1,19,19,6,0,26.4,30.71,0
1/19/13,2013,1,19,20,4,0,16.2,128.81,155
1/19/13,2013,1,19,21,12,0,38.8,82.22,107
1/19/13,2013,1,19,22,9,0,49.3,74.51,310
1/19/13,2013,1,19,23,9,0,44.2,71,0
1/20/13,2013,1,20,0,7,0,15.9,30.67,19
1/20/13,2013,1,20,1,5,0,31.8,2,116
1/20/13,2013,1,20,2,3,0,11.3,9.22,47
1/20/13,2013,1,20,3,4,0,12,5.5,373
1/20/13,2013,1,20,4,7,0,38,56.89,145
1/20/13,2013,1,20,5,3,0,18.2,0,335
1/20/13,2013,1,20,6,4,0,18.3,88.88,37
1/20/13,2013,1,20,7,6,0,19.8,50.18,302
1/20/13,2013,1,20,8,5,0,21.8,32.28,2
1/20/13,2013,1,20,9,4,0,21.4,15,200
1/20/13,2013,1,20,10,5,0,19.3,93.54,158
1/20/13,2013,1,20,11,4,0,21.3,32.71,5
1/20/13,2013,1,20,12,6,0,18,43.52,223
1/20/13,2013,1,20,13,6,0,26.5,40.5,0
1/20/13,2013,1,20,14,3,0,13.7,49.55,10
1/20/13,2013,1,20,15,4,0,19.9,38.66,276
1/20/13,2013,1,20,16,7,0,17.9,5.04,76
1/20/13,2013,1,20,17,7,0,26.2,55.53,186
1/20/13,2013,1,20,18,7,0,26.6,116.391,10
1/20/13,2013,1,20,19,10,1,48.3,63.82,56
1/20/13,2013,1,20,20,9,0,22.2,51.95,67
1/20/13,2013,1,20,21,7,0,45.1,37.37,246
1/20/13,2013,1,20,22,5,0,12.8,79.35,5
1/20/13,2013,1,20,23,6,1,18.3,84.961,42
1/21/13,2013,1,21,0,9,0,26.5,145.4,184
1/21/13,2013,1,21,1,9,0,38.8,131.93,41
1/21/13,2013,1,21,2,1,0,7.4,42.01,7
1/21/13,2013,1,21,3,8,0,44.1,49.36,208
1/21/13,2013,1,21,4,6,0,25.9,72.13,812
1/21/13,2013,1,21,5,10,0,48.7,44.29,358
