Date,Year,Month,Day,Zulu Hours,TACC Sorties,High Priority Sorties,Flying Hours,Cargo (Stons),Passengers
7/2/18,2018,7,2,3,6,0,31.1,86.06,377
7/2/18,2018,7,2,4,3,0,13.3,45.86,9
7/2/18,2018,7,2,5,5,0,25.3,0.02,115
7/2/18,2018,7,2,6,3,1,12.1,56.22,22
7/2/18,2018,7,2,7,8,0,43.4,96.78,38
7/2/18,2018,7,2,8,9,0,58.8,34.51,63
7/2/18,2018,7,2,9,5,1,34.3,16.3,12
7/2/18,2018,7,2,10,5,0,23,13.7,0
7/2/18,2018,7,2,11,4,0,18.4,26.73,23
7/2/18,2018,7,2,12,6,1,26.2,47.73,22
7/2/18,2018,7,2,13,11,1,37.1,94.69,163
7/2/18,2018,7,2,14,5,0,15.2,10.1,84
7/2/18,2018,7,2,15,7,2,36.5,0,250
7/2/18,2018,7,2,16,3,0,8.7,16.69,3
7/2/18,2018,7,2,17,9,0,36.1,36.78,133
7/2/18,2018,7,2,18,12,1,67.2,110.15,43
7/2/18,2018,7,2,19,8,0,29,24.5,27
7/2/18,2018,7,2,20,8,0,27.8,31.21,1
7/2/18,2018,7,2,21,5,0,23.7,49.69,59
7/2/18,2018,7,2,22,7,0,43,4.64,9
7/2/18,2018,7,2,23,6,0,29.4,45.3,228
7/3/18,2018,7,3,0,5,0,25.6,102.85,95
7/3/18,2018,7,3,1,5,1,17.1,87.34,94
7/3/18,2018,7,3,2,7,1,32.7,103.23,27
7/3/18,2018,7,3,3,7,0,25,90.78,81
7/3/18,2018,7,3,4,6,0,23.2,48.71,0
7/3/18,2018,7,3,5,1,1,6.9,34.87,24
7/3/18,2018,7,3,6,4,0,21.9,54.77,296
7/3/18,2018,7,3,7,3,0,14.3,0,150
7/3/18,2018,7,3,8,8,0,59.4,76.16,211
7/3/18,2018,7,3,9,7,0,37.9,6.28,170
7/3/18,2018,7,3,10,7,0,23.1,15.11,41
7/3/18,2018,7,3,11,7,0,31.3,8.19,69
7/3/18,2018,7,3,12,6,1,22.4,6.52,120
7/3/18,2018,7,3,13,5,0,18.6,32.2,33
7/3/18,2018,7,3,14,3,1,13.1,2.2,359
7/3/18,2018,7,3,15,7,1,25.1,2.07,22
7/3/18,2018,7,3,16,9,0,55.6,25.41,230
7/3/18,2018,7,3,17,7,0,32.3,43.29,33
7/3/18,2018,7,3,18,11,1,38.5,55.49,158
7/3/18,2018,7,3,19,5,0,15.9,5.88,72
7/3/18,2018,7,3,20,1,0,0.2,1.02,0
7/3/18,2018,7,3,21,7,1,24.8,72.04,62
7/3/18,2018,7,3,22,5,0,24,98.2,51
7/3/18,2018,7,3,23,5,0,21.9,35.6,12
7/4/18,2018,7,4,0,7,1,22.9,31.9,439
7/4/18,2018,7,4,1,2,0,12.8,0,0
7/4/18,2018,7,4,2,10,0,58.8,71.84,572
7/4/18,2018,7,4,3,6,0,27.3,5.4,31
7/4/18,2018,7,4,4,1,0,5,0,0
7/4/18,2018,7,4,5,5,0,22.7,34.42,79
7/4/18,2018,7,4,6,3,0,9.8,27.92,3
7/4/18,2018,7,4,7,5,0,29.8,24.46,0
7/4/18,2018,7,4,8,5,0,20.6,65.23,77
7/4/18,2018,7,4,9,4,0,29.6,38.08,92
7/4/18,2018,7,4,10,9,2,47.2,99.17,39
7/4/18,2018,7,4,11,2,0,12.9,33.17,50
7/4/18,2018,7,4,12,7,1,16.5,59.12,14
7/4/18,2018,7,4,13,4,1,17.2,87.51,41
7/4/18,2018,7,4,14,5,1,9.5,39.92,44
7/4/18,2018,7,4,15,6,2,16.1,53.55,25
7/4/18,2018,7,4,16,4,1,6,25.81,67
7/4/18,2018,7,4,17,2,0,9.7,23.6,0
7/4/18,2018,7,4,18,7,1,27,0.02,230
7/4/18,2018,7,4,19,5,1,12.9,28,43
7/4/18,2018,7,4,20,3,0,18.4,0,12
7/4/18,2018,7,4,21,6,1,23,0.75,314
7/4/18,2018,7,4,22,2,1,1.6,20.67,24
7/4/18,2018,7,4,23,8,2,36,89.49,85
7/5/18,2018,7,5,0,1,0,1.1,0,42
7/5/18,2018,7,5,1,5,1,28.4,68.26,100
7/5/18,2018,7,5,2,5,0,28.9,54.72,76
7/5/18,2018,7,5,3,3,0,6.8,20.38,3
7/5/18,2018,7,5,4,3,0,15.3,3.872,343
7/5/18,2018,7,5,5,5,0,21.9,100.51,40
7/5/18,2018,7,5,6,4,0,16.9,0,26
7/5/18,2018,7,5,7,3,0,14.5,14.28,0
7/5/18,2018,7,5,8,5,0,20.7,57.84,177
7/5/18,2018,7,5,9,4,0,31.2,1,0
7/5/18,2018,7,5,10,7,2,31.7,59.42,46
7/5/18,2018,7,5,11,8,0,35.9,17.62,16
7/5/18,2018,7,5,12,10,2,66.7,63.12,0
7/5/18,2018,7,5,13,7,0,31.2,53.64,362
7/5/18,2018,7,5,14,8,0,28,49.67,84
7/5/18,2018,7,5,15,2,0,11,0,15
7/5/18,2018,7,5,16,4,0,24.1,62.78,217
7/5/18,2018,7,5,17,4,0,8.9,14.52,0
7/5/18,2018,7,5,18,6,1,16.2,5.84,39
7/5/18,2018,7,5,19,2,0,8.2,3.82,23
7/5/18,2018,7,5,20,5,0,23.3,33.73,96
7/5/18,2018,7,5,21,6,1,21.7,55.71,28
7/5/18,2018,7,5,22,4,0,26.8,1.06,7
7/5/18,2018,7,5,23,6,0,42.3,83.86,16
7/6/18,2018,7,6,0,6,0,23.7,35.76,477
7/6/18,2018,7,6,1,5,1,33.9,0,152
7/6/18,2018,7,6,2,7,1,35.6,48.32,54
7/6/18,2018,7,6,3,7,0,45.1,48.62,332
7/6/18,2018,7,6,4,3,0,10.2,4.52,45
7/6/18,2018,7,6,5,4,0,26.9,66.44,120
7/6/18,2018,7,6,6,4,0,13.3,76.15,24
7/6/18,2018,7,6,7,6,1,18.1,55.1,271
7/6/18,2018,7,6,8,6,0,28,83.6,89
7/6/18,2018,7,6,9,6,0,31.2,63.36,23
7/6/18,2018,7,6,10,5,0,17.3,23.85,103
7/6/18,2018,7,6,11,5,0,25.8,3.51,239
7/6/18,2018,7,6,12,5,0,25,45.86,6
7/6/18,2018,7,6,13,6,1,23,6.62,106
7/6/18,2018,7,6,14,6,0,25.2,18.94,24
7/6/18,2018,7,6,15,6,0,26.5,37.05,32
7/6/18,2018,7,6,16,8,1,22.3,61.6,16
7/6/18,2018,7,6,17,8,1,26,48.01,124
7/6/18,2018,7,6,18,9,0,38.1,7.72,241
7/6/18,2018,7,6,19,7,1,11.1,21.6,21
7/6/18,2018,7,6,20,6,1,26.9,91.82,18
7/6/18,2018,7,6,21,7,1,21,83.6,131
7/6/18,2018,7,6,22,9,1,43.9,44.99,26
7/6/18,2018,7,6,23,14,3,70.9,51.39,192
7/7/18,2018,7,7,0,9,0,49.4,121.81,298
7/7/18,2018,7,7,1,4,1,20.6,12.5,34
7/7/18,2018,7,7,2,7,1,41.9,8.27,63
7/7/18,2018,7,7,3,6,0,22.8,67.95,229
7/7/18,2018,7,7,4,2,0,15.1,0,0
7/7/18,2018,7,7,5,5,0,28.4,22.08,65
7/7/18,2018,7,7,6,7,0,26.2,59.52,320
7/7/18,2018,7,7,7,6,0,38.9,53.55,55
7/7/18,2018,7,7,8,2,0,12.7,0,0
7/7/18,2018,7,7,9,7,2,24.7,79.88,98
7/7/18,2018,7,7,10,8,1,39.8,0,206
7/7/18,2018,7,7,11,7,1,32.4,54.21,7
7/7/18,2018,7,7,12,3,0,7.8,58.97,5
7/7/18,2018,7,7,13,5,1,19.1,13.56,7
7/7/18,2018,7,7,14,7,1,30.1,113.41,21
7/7/18,2018,7,7,15,5,0,31.2,59.54,81
7/7/18,2018,7,7,16,4,1,12.6,32.56,12
7/7/18,2018,7,7,17,4,1,19.4,34.7,354
7/7/18,2018,7,7,18,3,1,17.6,5.44,26
7/7/18,2018,7,7,19,4,1,4.7,32.53,27
7/7/18,2018,7,7,20,5,0,19.2,51.5,3
7/7/18,2018,7,7,21,7,2,31.5,47.2,234
7/7/18,2018,7,7,22,6,2,20.1,62.07,414
7/7/18,2018,7,7,23,3,0,11.5,14.4,22
7/8/18,2018,7,8,0,3,0,18.6,104.4,70
7/8/18,2018,7,8,1,8,5,50,139.73,74
7/8/18,2018,7,8,2,2,0,10.7,0,105
7/8/18,2018,7,8,3,2,0,8.9,17.63,3
7/8/18,2018,7,8,4,5,2,22.3,162.28,100
7/8/18,2018,7,8,5,4,1,23.6,9.73,14
7/8/18,2018,7,8,6,3,0,10.1,29.79,19
7/8/18,2018,7,8,7,4,0,25.2,53.5,31
7/8/18,2018,7,8,8,4,0,24.3,21.07,6
7/8/18,2018,7,8,9,5,2,14,14.63,201
7/8/18,2018,7,8,10,9,2,37.9,18.42,118
7/8/18,2018,7,8,11,9,1,41,0.71,10
7/8/18,2018,7,8,12,6,0,35.1,30.27,16
7/8/18,2018,7,8,13,2,2,1.8,2.49,0
7/8/18,2018,7,8,14,2,0,6.2,29.66,0
7/8/18,2018,7,8,15,6,2,10.5,31.16,25
7/8/18,2018,7,8,16,7,1,27.9,0.15,434
7/8/18,2018,7,8,17,10,1,56.6,40.48,242
7/8/18,2018,7,8,18,8,1,31.4,101.87,61
7/8/18,2018,7,8,19,10,0,39.5,152.9,80
7/8/18,2018,7,8,20,5,1,17.3,0,2
7/8/18,2018,7,8,21,1,0,1.1,0,0
7/8/18,2018,7,8,22,6,0,21.3,29.76,209
7/8/18,2018,7,8,23,5,0,17.6,51.44,37
7/9/18,2018,7,9,0,4,1,8.4,76.8,36
7/9/18,2018,7,9,1,6,1,27.8,22.3,382
7/9/18,2018,7,9,2,5,0,33.6,56.79,19
7/9/18,2018,7,9,3,4,0,20.8,37.43,104
7/9/18,2018,7,9,4,4,0,17.8,45.97,18
7/9/18,2018,7,9,5,3,0,12.4,31.94,15
7/9/18,2018,7,9,6,2,0,4,15.84,30
7/9/18,2018,7,9,7,9,0,33.7,112.81,84
7/9/18,2018,7,9,8,5,0,28.3,2.17,34
7/9/18,2018,7,9,9,8,1,45.4,49.06,2
7/9/18,2018,7,9,10,4,0,11,0,0
7/9/18,2018,7,9,11,3,0,14.2,22.01,0
7/9/18,2018,7,9,12,7,1,16.3,20.97,99
7/9/18,2018,7,9,13,10,0,32.7,11.88,216
7/9/18,2018,7,9,14,5,1,19,42.8,14
7/9/18,2018,7,9,15,6,0,22.4,12.92,184
7/9/18,2018,7,9,16,10,1,33.4,109.82,77
7/9/18,2018,7,9,17,3,0,4.6,0,11
7/9/18,2018,7,9,18,13,4,42,116.07,47
7/9/18,2018,7,9,19,8,0,37.5,42.02,75
7/9/18,2018,7,9,20,7,1,21.4,116.98,15
7/9/18,2018,7,9,21,3,0,7.7,40.53,8
7/9/18,2018,7,9,22,6,1,14.6,54.27,55
7/9/18,2018,7,9,23,5,1,28.8,88.23,29
7/10/18,2018,7,10,0,6,2,12.7,1.45,82
7/10/18,2018,7,10,1,4,0,16.6,5.07,155
7/10/18,2018,7,10,2,8,1,25.4,142.1,76
7/10/18,2018,7,10,3,2,0,6.5,21.45,23
7/10/18,2018,7,10,4,3,2,19.3,52.55,42
7/10/18,2018,7,10,5,5,0,22.4,59.23,2
7/10/18,2018,7,10,6,2,0,13.5,0,0
7/10/18,2018,7,10,7,4,0,15.8,32.1,94
7/10/18,2018,7,10,8,1,1,4.4,0,0
7/10/18,2018,7,10,9,4,0,20.3,29,63
7/10/18,2018,7,10,10,5,1,29.4,57.08,0
7/10/18,2018,7,10,11,8,4,45.9,47.28,43
7/10/18,2018,7,10,12,6,0,32.9,60.63,98
7/10/18,2018,7,10,13,2,1,9.7,0,0
7/10/18,2018,7,10,14,8,2,28,18.65,241
7/10/18,2018,7,10,15,11,2,27.3,67.63,24
7/10/18,2018,7,10,16,8,2,35.7,78.47,314
7/10/18,2018,7,10,17,7,1,26.4,43.56,11
7/10/18,2018,7,10,18,7,0,36.6,111.08,36
7/10/18,2018,7,10,19,6,0,22.9,35.41,49
7/10/18,2018,7,10,20,2,1,4.6,0,0
7/10/18,2018,7,10,21,7,0,18,53.13,33
7/10/18,2018,7,10,22,6,1,17.2,0.59,170
7/10/18,2018,7,10,23,3,0,7.3,0,0
7/11/18,2018,7,11,0,5,0,16.1,109.93,65
7/11/18,2018,7,11,1,6,0,23.4,45.45,235
7/11/18,2018,7,11,2,12,2,69.6,123.4,526
7/11/18,2018,7,11,3,5,0,25.2,83.23,95
7/11/18,2018,7,11,4,5,0,9.8,40.6,43
7/11/18,2018,7,11,5,4,0,21.9,26.93,44
7/11/18,2018,7,11,6,6,0,29.7,38.16,343
7/11/18,2018,7,11,7,2,0,9.4,0,0
7/11/18,2018,7,11,8,5,0,27.3,65.3,17
7/11/18,2018,7,11,10,2,1,9.8,30,0
7/11/18,2018,7,11,11,8,2,36.3,11.06,10
7/11/18,2018,7,11,12,9,1,28,15.48,24
7/11/18,2018,7,11,13,5,0,23.4,0,1
7/11/18,2018,7,11,14,10,1,51.6,50.61,603
7/11/18,2018,7,11,15,9,1,39.4,78.62,38
7/11/18,2018,7,11,16,8,1,29.5,30.11,60
7/11/18,2018,7,11,17,2,1,14.4,13.63,82
7/11/18,2018,7,11,18,6,0,33.9,13.99,55
7/11/18,2018,7,11,19,4,0,7.7,0,0
7/11/18,2018,7,11,20,5,0,12.3,62.17,22
7/11/18,2018,7,11,21,4,0,9.3,0.13,13
7/11/18,2018,7,11,22,6,1,28.7,36.68,17
7/11/18,2018,7,11,23,4,1,17,99.54,201
7/12/18,2018,7,12,0,7,0,42.2,143.59,48
7/12/18,2018,7,12,1,6,2,35.2,26.5,82
7/12/18,2018,7,12,2,7,0,22.9,32.75,332
7/12/18,2018,7,12,3,1,0,4,0,0
7/12/18,2018,7,12,4,6,1,23.4,13.71,62
7/12/18,2018,7,12,5,1,0,6,0,38
7/12/18,2018,7,12,6,5,0,35.6,41.82,12
7/12/18,2018,7,12,7,5,0,30.1,72.76,56
7/12/18,2018,7,12,8,4,0,9.6,39.73,10
7/12/18,2018,7,12,9,7,1,41.7,22.97,0
7/12/18,2018,7,12,10,7,1,31.1,15.01,7
7/12/18,2018,7,12,11,8,1,40.7,30.06,293
7/12/18,2018,7,12,12,5,0,21.5,0,73
7/12/18,2018,7,12,13,6,0,37.7,76.35,333
7/12/18,2018,7,12,14,6,1,16.6,62.03,59
7/12/18,2018,7,12,15,8,0,25.5,0.07,0
7/12/18,2018,7,12,16,7,0,31.7,57.9,343
7/12/18,2018,7,12,17,6,2,17.8,50.21,208
7/12/18,2018,7,12,18,5,0,33.7,77.59,5
7/12/18,2018,7,12,19,6,1,16.3,23.95,227
7/12/18,2018,7,12,20,12,0,51.8,56.78,279
7/12/18,2018,7,12,21,12,0,47.7,120.45,64
7/12/18,2018,7,12,22,4,0,10.7,4.7,73
7/12/18,2018,7,12,23,2,0,11.7,20.11,0
7/13/18,2018,7,13,0,8,3,51.3,70.651,138
7/13/18,2018,7,13,1,2,1,13.9,3.2,13
7/13/18,2018,7,13,2,5,2,9.8,7.6,6
7/13/18,2018,7,13,3,2,0,11.7,34.71,341
7/13/18,2018,7,13,4,10,0,38.2,128.01,53
7/13/18,2018,7,13,5,6,3,20.8,52.1,174
7/13/18,2018,7,13,6,5,0,16.6,99.2,64
7/13/18,2018,7,13,7,5,0,24.6,0.21,11
7/13/18,2018,7,13,8,7,2,36.2,167.06,48
7/13/18,2018,7,13,9,6,1,27.2,38.35,10
7/13/18,2018,7,13,10,7,1,41.6,44.43,305
7/13/18,2018,7,13,11,4,1,15.1,34.99,189
7/13/18,2018,7,13,12,9,0,44.3,19.34,93
7/13/18,2018,7,13,13,6,0,9.9,12.66,154
7/13/18,2018,7,13,14,5,0,18,19.01,20
7/13/18,2018,7,13,15,3,1,9.5,0,213
7/13/18,2018,7,13,16,7,0,26.6,24.06,83
7/13/18,2018,7,13,17,10,1,33.2,35.51,20
7/13/18,2018,7,13,18,8,0,20.2,0,157
7/13/18,2018,7,13,19,6,2,13.4,0,14
7/13/18,2018,7,13,20,8,2,43.1,168.43,4
7/13/18,2018,7,13,21,4,0,14.7,0.7,5
7/13/18,2018,7,13,22,7,1,27.1,51.28,93
7/13/18,2018,7,13,23,6,1,23.7,64.81,275
7/14/18,2018,7,14,0,10,3,42.7,127.89,58
7/14/18,2018,7,14,1,3,0,9.7,17.74,8
7/14/18,2018,7,14,2,3,0,17.6,14.7,347
7/14/18,2018,7,14,3,4,0,9,0.22,434
7/14/18,2018,7,14,4,4,1,21.6,93.22,35
7/14/18,2018,7,14,5,3,0,3.2,0,54
7/14/18,2018,7,14,6,5,0,26.4,138.23,2
7/14/18,2018,7,14,7,6,3,21.7,52.03,59
7/14/18,2018,7,14,8,3,0,12,45.78,165
7/14/18,2018,7,14,9,1,1,0.4,0,0
7/14/18,2018,7,14,10,7,2,26.4,153.57,40
7/14/18,2018,7,14,11,4,2,13.1,32.68,75
7/14/18,2018,7,14,12,3,1,9.3,0,65
7/14/18,2018,7,14,13,9,1,45.1,39.7,38
7/14/18,2018,7,14,14,6,0,24.3,20.7,9
7/14/18,2018,7,14,15,6,1,20.6,20,347
7/14/18,2018,7,14,16,1,1,8.4,0,0
7/14/18,2018,7,14,17,5,0,20.2,42.45,136
7/14/18,2018,7,14,18,7,1,23.6,85.46,20
7/14/18,2018,7,14,19,3,0,9.6,4.72,1
7/14/18,2018,7,14,20,7,0,20.2,43.7,27
7/14/18,2018,7,14,21,6,1,11.6,0,29
7/14/18,2018,7,14,22,7,0,23.7,31.6,0
7/14/18,2018,7,14,23,9,1,39.4,0,118
7/15/18,2018,7,15,0,4,0,22.9,50.15,2
7/15/18,2018,7,15,1,4,0,18.4,0.01,17
7/15/18,2018,7,15,2,2,0,6.3,13.39,42
7/15/18,2018,7,15,3,2,0,7.8,0,0
7/15/18,2018,7,15,4,3,1,8.5,0,154
7/15/18,2018,7,15,5,2,0,13.2,0,0
7/15/18,2018,7,15,6,2,0,19,0,0
7/15/18,2018,7,15,7,2,0,1.7,5,9
7/15/18,2018,7,15,8,3,0,26.1,51.37,0
7/15/18,2018,7,15,9,5,2,26.4,0,187
7/15/18,2018,7,15,10,4,0,27.9,55.59,0
7/15/18,2018,7,15,11,3,0,12.2,0,9
7/15/18,2018,7,15,12,3,0,10.2,24.03,4
7/15/18,2018,7,15,13,5,0,25.4,0,161
7/15/18,2018,7,15,14,4,1,5,0,4
7/15/18,2018,7,15,15,10,2,46.2,83.42,278
7/15/18,2018,7,15,16,7,0,18.1,59.84,12
7/15/18,2018,7,15,17,5,0,31,0.79,6
7/15/18,2018,7,15,18,10,3,42,75.51,326
7/15/18,2018,7,15,19,8,2,20.3,43.8,0
7/15/18,2018,7,15,20,4,1,6.1,32.37,45
7/15/18,2018,7,15,21,7,0,31.2,34.87,50
7/15/18,2018,7,15,22,2,0,4.9,0.48,33
7/15/18,2018,7,15,23,7,2,44.1,188.32,160
7/16/18,2018,7,16,0,5,1,22.1,94.6,63
7/16/18,2018,7,16,1,2,0,8.2,0,130
7/16/18,2018,7,16,2,5,0,20.8,116.47,380
7/16/18,2018,7,16,3,5,0,23.1,0.13,111
7/16/18,2018,7,16,4,4,0,16.7,11.6,27
7/16/18,2018,7,16,5,3,0,20,115.17,5
7/16/18,2018,7,16,6,3,0,14.5,0,120
7/16/18,2018,7,16,7,1,0,8.7,0,16
7/16/18,2018,7,16,8,7,0,34.8,49.19,55
7/16/18,2018,7,16,9,3,0,13.9,0,0
7/16/18,2018,7,16,10,2,0,5.5,10.97,0
7/16/18,2018,7,16,11,4,0,20.6,1.84,8
7/16/18,2018,7,16,12,7,1,28.2,3.3,121
7/16/18,2018,7,16,13,7,0,24.3,97.13,93
7/16/18,2018,7,16,14,8,1,32.7,8.25,138
7/16/18,2018,7,16,15,10,2,39.7,16.18,217
7/16/18,2018,7,16,16,5,0,18.6,93.29,14
7/16/18,2018,7,16,17,9,1,33.3,79.68,75
7/16/18,2018,7,16,18,7,1,22.2,45.82,174
7/16/18,2018,7,16,19,12,1,48.3,57.6,50
7/16/18,2018,7,16,20,8,1,50,99.78,35
7/16/18,2018,7,16,21,3,1,16.6,31.82,59
7/16/18,2018,7,16,22,8,0,16.1,60.87,34
7/16/18,2018,7,16,23,13,3,52.4,25.49,72
7/17/18,2018,7,17,0,6,1,24.7,0,0
7/17/18,2018,7,17,1,6,2,32,24,46
7/17/18,2018,7,17,2,10,0,37.1,127.73,349
7/17/18,2018,7,17,3,5,0,16.1,56.91,64
7/17/18,2018,7,17,4,9,0,47.1,157.92,6
7/17/18,2018,7,17,5,5,1,14.7,0,2
7/17/18,2018,7,17,6,8,0,38.3,57.04,36
7/17/18,2018,7,17,7,9,2,32.1,32.24,141
7/17/18,2018,7,17,8,4,0,19.3,29.35,55
7/17/18,2018,7,17,9,4,0,22.1,55.36,16
7/17/18,2018,7,17,10,6,0,24.2,56.68,9
7/17/18,2018,7,17,11,7,0,34.9,116.54,101
7/17/18,2018,7,17,12,5,0,23.7,33.1,116
7/17/18,2018,7,17,13,7,0,18,9.45,5
7/17/18,2018,7,17,14,6,0,21.4,20.47,153
7/17/18,2018,7,17,15,7,1,31.2,13.6,271
7/17/18,2018,7,17,16,10,2,52,42.04,298
7/17/18,2018,7,17,17,4,0,12.8,8.59,61
7/17/18,2018,7,17,18,6,0,23.5,5.49,8
7/17/18,2018,7,17,19,6,0,19.3,55.1,91
7/17/18,2018,7,17,20,3,1,14.5,68.49,3
7/17/18,2018,7,17,21,7,0,18.4,65.45,7
7/17/18,2018,7,17,22,8,0,31.6,32.44,40
7/17/18,2018,7,17,23,8,0,38.7,68.32,385
7/18/18,2018,7,18,0,8,1,39.8,95.95,23
7/18/18,2018,7,18,1,6,1,27.1,54.81,39
7/18/18,2018,7,18,2,7,1,34.4,27.23,209
7/18/18,2018,7,18,3,7,1,20.6,53.81,2
7/18/18,2018,7,18,4,6,0,20.7,45.43,288
7/18/18,2018,7,18,5,3,0,13.9,17.8,2
7/18/18,2018,7,18,6,3,0,12.8,9.75,45
7/18/18,2018,7,18,7,3,1,11,13.57,3
7/18/18,2018,7,18,8,3,0,16.5,45.15,2
7/18/18,2018,7,18,9,4,1,34.4,80.59,34
7/18/18,2018,7,18,10,4,1,26.4,22.78,31
7/18/18,2018,7,18,11,7,1,35.2,104.17,3
7/18/18,2018,7,18,12,9,0,44.1,10.13,20
7/18/18,2018,7,18,13,7,3,47.6,28.06,70
7/18/18,2018,7,18,14,5,0,14.6,10.86,7
7/18/18,2018,7,18,15,8,1,26.1,70.44,78
7/18/18,2018,7,18,16,5,0,18.1,4.76,256
7/18/18,2018,7,18,17,4,0,8.4,4.81,0
7/18/18,2018,7,18,18,6,0,24.4,6.28,0
7/18/18,2018,7,18,19,8,0,25.4,0.02,225
7/18/18,2018,7,18,20,10,1,26,83.42,11
7/18/18,2018,7,18,21,5,0,8.8,38.26,19
7/18/18,2018,7,18,22,8,1,20.9,81.37,10
7/18/18,2018,7,18,23,5,0,23.7,37.84,4
7/19/18,2018,7,19,0,3,0,13.5,33.47,58
7/19/18,2018,7,19,1,7,1,39.8,58.25,2
7/19/18,2018,7,19,2,10,0,40.8,54.04,313
7/19/18,2018,7,19,3,3,0,15.9,66.5,2
7/19/18,2018,7,19,4,2,0,6.4,11.37,3
7/19/18,2018,7,19,5,6,0,27.7,43.94,38
7/19/18,2018,7,19,6,4,0,27.8,0,173
7/19/18,2018,7,19,7,10,0,40.1,106.89,163
7/19/18,2018,7,19,8,3,0,10.8,0.17,9
7/19/18,2018,7,19,9,6,0,27.3,0,13
7/19/18,2018,7,19,10,8,0,36,33.22,89
7/19/18,2018,7,19,11,9,1,33.2,27.45,84
7/19/18,2018,7,19,12,8,0,55.7,38.75,287
7/19/18,2018,7,19,13,5,0,25,29.95,299
7/19/18,2018,7,19,14,8,1,27.1,24.53,288
7/19/18,2018,7,19,15,7,1,16.2,60.2,58
7/19/18,2018,7,19,16,5,0,13.7,8.01,28
7/19/18,2018,7,19,17,5,2,4.6,4.7,6
7/19/18,2018,7,19,18,9,0,36.6,10.3,71
7/19/18,2018,7,19,19,9,1,37.9,196.44,18
7/19/18,2018,7,19,20,11,0,35.4,94.94,160
7/19/18,2018,7,19,21,7,1,28.1,137.99,353
7/19/18,2018,7,19,22,7,0,23.7,20.2,39
7/19/18,2018,7,19,23,3,0,12.3,21.9,0
7/20/18,2018,7,20,0,7,1,31.7,164.1,71
7/20/18,2018,7,20,1,7,0,22.9,27.39,110
7/20/18,2018,7,20,2,3,0,14.6,25.45,5
7/20/18,2018,7,20,3,4,0,15.6,0,0
7/20/18,2018,7,20,4,5,1,30.5,93.96,81
7/20/18,2018,7,20,5,2,0,13.6,0,0
7/20/18,2018,7,20,6,3,0,7.6,56.74,6
7/20/18,2018,7,20,7,8,0,30.9,87.64,70
7/20/18,2018,7,20,8,8,0,39.8,94.97,102
7/20/18,2018,7,20,9,6,0,33.8,92.61,211
7/20/18,2018,7,20,10,6,0,26.1,5.52,344
7/20/18,2018,7,20,11,8,1,25.9,57.9,39
7/20/18,2018,7,20,12,9,1,38.7,78.53,7
7/20/18,2018,7,20,13,6,0,23.9,10.15,231
7/20/18,2018,7,20,14,6,1,12,24.04,20
7/20/18,2018,7,20,15,14,1,44.6,128.55,127
7/20/18,2018,7,20,16,8,2,34,61.13,142
7/20/18,2018,7,20,17,11,0,30.3,63.97,239
7/20/18,2018,7,20,18,13,0,35,26.3,247
7/20/18,2018,7,20,19,15,0,71.4,138.93,179
7/20/18,2018,7,20,20,12,1,33.7,4.21,161
7/20/18,2018,7,20,21,8,0,33.5,113.41,62
7/20/18,2018,7,20,22,7,0,31.5,63.16,333
7/20/18,2018,7,20,23,12,1,59.9,82.96,315
7/21/18,2018,7,21,0,6,0,21.1,17.9,223
7/21/18,2018,7,21,1,8,0,33.2,109.02,81
7/21/18,2018,7,21,2,4,1,14.2,18.94,174
7/21/18,2018,7,21,3,2,0,5,0.08,0
7/21/18,2018,7,21,4,3,0,5.8,33.1,0
7/21/18,2018,7,21,5,3,0,15,0.09,128
7/21/18,2018,7,21,6,2,0,12.5,0,0
7/21/18,2018,7,21,7,7,2,24.5,21.82,0
7/21/18,2018,7,21,8,6,0,28.4,75.63,123
7/21/18,2018,7,21,9,3,0,16.9,18.8,12
7/21/18,2018,7,21,10,7,0,46.7,146.8,230
7/21/18,2018,7,21,11,8,0,45.2,91.42,0
7/21/18,2018,7,21,12,6,0,31.1,18.81,224
7/21/18,2018,7,21,13,4,0,12.9,52.3,10
7/21/18,2018,7,21,14,1,0,1.4,20.8,0
7/21/18,2018,7,21,15,5,0,18.2,0,240
7/21/18,2018,7,21,16,4,0,11.1,16.1,212
7/21/18,2018,7,21,17,9,0,40,28.85,12
7/21/18,2018,7,21,18,4,1,11.3,79.85,93
7/21/18,2018,7,21,19,6,0,34.6,39.63,3
7/21/18,2018,7,21,20,12,0,49.9,15.65,154
7/21/18,2018,7,21,21,7,1,15,45.59,208
7/21/18,2018,7,21,22,7,1,32.5,7.3,154
7/21/18,2018,7,21,23,4,0,20.7,18.66,13
7/22/18,2018,7,22,0,9,0,48,79.04,240
7/22/18,2018,7,22,1,4,0,14.3,65.16,5
7/22/18,2018,7,22,2,5,1,15.9,26.5,58
7/22/18,2018,7,22,3,4,0,14.4,47.05,5
7/22/18,2018,7,22,4,3,0,17.3,0.03,41
7/22/18,2018,7,22,5,5,0,18.7,21.47,0
7/22/18,2018,7,22,6,5,0,15.5,95.39,12
7/22/18,2018,7,22,7,2,0,12.3,0,176
7/22/18,2018,7,22,8,4,0,18.7,94.67,20
7/22/18,2018,7,22,9,3,0,16,41.75,2
7/22/18,2018,7,22,10,2,0,7.6,1.02,0
7/22/18,2018,7,22,11,6,1,35.2,39.03,23
7/22/18,2018,7,22,12,11,0,58.5,9.21,4
