Date,Year,Month,Day,Shift,TACC Sorties,High Priority Sorties,Flying Hours,Cargo (Stons),Passengers
7/3/14,2014,7,3,Swings,,,,,
7/3/14,2014,7,3,Mids,,,,,
7/4/14,2014,7,4,Day,,,,,
7/4/14,2014,7,4,Swings,,,,,
7/4/14,2014,7,4,Mids,,,,,
7/5/14,2014,7,5,Day,,,,,
7/5/14,2014,7,5,Swings,,,,,
7/5/14,2014,7,5,Mids,,,,,
7/6/14,2014,7,6,Day,,,,,
7/6/14,2014,7,6,Swings,,,,,
7/6/14,2014,7,6,Mids,,,,,
7/7/14,2014,7,7,Day,,,,,
7/7/14,2014,7,7,Swings,,,,,
7/7/14,2014,7,7,Mids,,,,,
7/8/14,2014,7,8,Day,,,,,
7/8/14,2014,7,8,Swings,,,,,
7/8/14,2014,7,8,Mids,,,,,
7/9/14,2014,7,9,Day,,,,,
7/9/14,2014,7,9,Swings,,,,,
7/9/14,2014,7,9,Mids,,,,,
7/10/14,2014,7,10,Day,,,,,
7/10/14,2014,7,10,Swings,,,,,
7/10/14,2014,7,10,Mids,,,,,
7/11/14,2014,7,11,Day,,,,,
7/11/14,2014,7,11,Swings,,,,,
7/11/14,2014,7,11,Mids,,,,,
7/12/14,2014,7,12,Day,,,,,
7/12/14,2014,7,12,Swings,,,,,
7/12/14,2014,7,12,Mids,,,,,
7/13/14,2014,7,13,Day,,,,,
7/13/14,2014,7,13,Swings,,,,,
7/13/14,2014,7,13,Mids,,,,,
7/14/14,2014,7,14,Day,,,,,
7/14/14,2014,7,14,Swings,,,,,
7/14/14,2014,7,14,Mids,,,,,
7/15/14,2014,7,15,Day,,,,,
7/15/14,2014,7,15,Swings,,,,,
7/15/14,2014,7,15,Mids,,,,,
7/16/14,2014,7,16,Day,,,,,
7/16/14,2014,7,16,Swings,,,,,
7/16/14,2014,7,16,Mids,,,,,
7/17/14,2014,7,17,Day,,,,,
7/17/14,2014,7,17,Swings,,,,,
7/17/14,2014,7,17,Mids,,,,,
7/18/14,2014,7,18,Day,,,,,
7/18/14,2014,7,18,Swings,,,,,
7/18/14,2014,7,18,Mids,,,,,
7/19/14,2014,7,19,Day,,,,,
7/19/14,2014,7,19,Swings,,,,,
7/19/14,2014,7,19,Mids,,,,,
7/20/14,2014,7,20,Day,,,,,
7/20/14,2014,7,20,Swings,,,,,
7/20/14,2014,7,20,Mids,,,,,
7/21/14,2014,7,21,Day,,,,,
7/21/14,2014,7,21,Swings,,,,,
7/21/14,2014,7,21,Mids,,,,,
7/22/14,2014,7,22,Day,,,,,
7/22/14,2014,7,22,Swings,,,,,
7/22/14,2014,7,22,Mids,,,,,
7/23/14,2014,7,23,Day,,,,,
7/23/14,2014,7,23,Swings,,,,,
7/23/14,2014,7,23,Mids,,,,,
7/24/14,2014,7,24,Day,,,,,
7/24/14,2014,7,24,Swings,,,,,
7/24/14,2014,7,24,Mids,,,,,
7/25/14,2014,7,25,Day,,,,,
7/25/14,2014,7,25,Swings,,,,,
7/25/14,2014,7,25,Mids,,,,,
7/26/14,2014,7,26,Day,,,,,
7/26/14,2014,7,26,Swings,,,,,
7/26/14,2014,7,26,Mids,,,,,
7/27/14,2014,7,27,Day,,,,,
7/27/14,2014,7,27,Swings,,,,,
7/27/14,2014,7,27,Mids,,,,,
7/28/14,2014,7,28,Day,,,,,
7/28/14,2014,7,28,Swings,,,,,
7/28/14,2014,7,28,Mids,,,,,
7/29/14,2014,7,29,Day,,,,,
7/29/14,2014,7,29,Swings,,,,,
7/29/14,2014,7,29,Mids,,,,,
7/30/14,2014,7,30,Day,,,,,
7/30/14,2014,7,30,Swings,,,,,
7/30/14,2014,7,30,Mids,,,,,
7/31/14,2014,7,31,Day,,,,,
7/31/14,2014,7,31,Swings,,,,,
7/31/14,2014,7,31,Mids,,,,,
8/1/14,2014,8,1,Day,,,,,
8/1/14,2014,8,1,Swings,,,,,
8/1/14,2014,8,1,Mids,,,,,
8/2/14,2014,8,2,Day,,,,,
8/2/14,2014,8,2,Swings,,,,,
8/2/14,2014,8,2,Mids,,,,,
8/3/14,2014,8,3,Day,,,,,
8/3/14,2014,8,3,Swings,,,,,
8/3/14,2014,8,3,Mids,,,,,
8/4/14,2014,8,4,Day,,,,,
8/4/14,2014,8,4,Swings,,,,,
8/4/14,2014,8,4,Mids,,,,,
8/5/14,2014,8,5,Day,,,,,
8/5/14,2014,8,5,Swings,,,,,
8/5/14,2014,8,5,Mids,,,,,
8/6/14,2014,8,6,Day,,,,,
8/6/14,2014,8,6,Swings,,,,,
8/6/14,2014,8,6,Mids,,,,,
8/7/14,2014,8,7,Day,,,,,
8/7/14,2014,8,7,Swings,,,,,
8/7/14,2014,8,7,Mids,,,,,
8/8/14,2014,8,8,Day,,,,,
8/8/14,2014,8,8,Swings,,,,,
8/8/14,2014,8,8,Mids,,,,,
8/9/14,2014,8,9,Day,,,,,
8/9/14,2014,8,9,Swings,,,,,
8/9/14,2014,8,9,Mids,,,,,
8/10/14,2014,8,10,Day,,,,,
8/10/14,2014,8,10,Swings,,,,,
8/10/14,2014,8,10,Mids,,,,,
8/11/14,2014,8,11,Day,,,,,
8/11/14,2014,8,11,Swings,,,,,
8/11/14,2014,8,11,Mids,,,,,
8/12/14,2014,8,12,Day,,,,,
8/12/14,2014,8,12,Swings,,,,,
8/12/14,2014,8,12,Mids,,,,,
8/13/14,2014,8,13,Day,,,,,
8/13/14,2014,8,13,Swings,,,,,
8/13/14,2014,8,13,Mids,,,,,
8/14/14,2014,8,14,Day,,,,,
8/14/14,2014,8,14,Swings,,,,,
8/14/14,2014,8,14,Mids,,,,,
8/15/14,2014,8,15,Day,,,,,
8/15/14,2014,8,15,Swings,,,,,
8/15/14,2014,8,15,Mids,,,,,
8/16/14,2014,8,16,Day,,,,,
8/16/14,2014,8,16,Swings,,,,,
8/16/14,2014,8,16,Mids,,,,,
8/17/14,2014,8,17,Day,,,,,
8/17/14,2014,8,17,Swings,,,,,
8/17/14,2014,8,17,Mids,,,,,
8/18/14,2014,8,18,Day,,,,,
8/18/14,2014,8,18,Swings,,,,,
8/18/14,2014,8,18,Mids,,,,,
8/19/14,2014,8,19,Day,,,,,
8/19/14,2014,8,19,Swings,,,,,
8/19/14,2014,8,19,Mids,,,,,
8/20/14,2014,8,20,Day,,,,,
8/20/14,2014,8,20,Swings,,,,,
8/20/14,2014,8,20,Mids,,,,,
8/21/14,2014,8,21,Day,,,,,
8/21/14,2014,8,21,Swings,,,,,
8/21/14,2014,8,21,Mids,,,,,
8/22/14,2014,8,22,Day,,,,,
8/22/14,2014,8,22,Swings,,,,,
8/22/14,2014,8,22,Mids,,,,,
8/23/14,2014,8,23,Day,,,,,
8/23/14,2014,8,23,Swings,,,,,
8/23/14,2014,8,23,Mids,,,,,
8/24/14,2014,8,24,Day,,,,,
8/24/14,2014,8,24,Swings,,,,,
8/24/14,2014,8,24,Mids,,,,,
8/25/14,2014,8,25,Day,,,,,
8/25/14,2014,8,25,Swings,,,,,
8/25/14,2014,8,25,Mids,,,,,
8/26/14,2014,8,26,Day,,,,,
8/26/14,2014,8,26,Swings,,,,,
8/26/14,2014,8,26,Mids,,,,,
8/27/14,2014,8,27,Day,,,,,
8/27/14,2014,8,27,Swings,,,,,
8/27/14,2014,8,27,Mids,,,,,
8/28/14,2014,8,28,Day,,,,,
8/28/14,2014,8,28,Swings,,,,,
8/28/14,2014,8,28,Mids,,,,,
8/29/14,2014,8,29,Day,,,,,
8/29/14,2014,8,29,Swings,,,,,
8/29/14,2014,8,29,Mids,,,,,
8/30/14,2014,8,30,Day,,,,,
8/30/14,2014,8,30,Swings,,,,,
8/30/14,2014,8,30,Mids,,,,,
8/31/14,2014,8,31,Day,,,,,
8/31/14,2014,8,31,Swings,,,,,
8/31/14,2014,8,31,Mids,,,,,
9/1/14,2014,9,1,Day,,,,,
9/1/14,2014,9,1,Swings,,,,,
9/1/14,2014,9,1,Mids,,,,,
9/2/14,2014,9,2,Day,,,,,
9/2/14,2014,9,2,Swings,,,,,
9/2/14,2014,9,2,Mids,,,,,
9/3/14,2014,9,3,Day,,,,,
9/3/14,2014,9,3,Swings,,,,,
9/3/14,2014,9,3,Mids,,,,,
9/4/14,2014,9,4,Day,,,,,
9/4/14,2014,9,4,Swings,,,,,
9/4/14,2014,9,4,Mids,,,,,
9/5/14,2014,9,5,Day,,,,,
9/5/14,2014,9,5,Swings,,,,,
9/5/14,2014,9,5,Mids,,,,,
9/6/14,2014,9,6,Day,,,,,
9/6/14,2014,9,6,Swings,,,,,
9/6/14,2014,9,6,Mids,,,,,
9/7/14,2014,9,7,Day,,,,,
9/7/14,2014,9,7,Swings,,,,,
9/7/14,2014,9,7,Mids,,,,,
9/8/14,2014,9,8,Day,,,,,
9/8/14,2014,9,8,Swings,,,,,
9/8/14,2014,9,8,Mids,,,,,
9/9/14,2014,9,9,Day,,,,,
9/9/14,2014,9,9,Swings,,,,,
9/9/14,2014,9,9,Mids,,,,,
9/10/14,2014,9,10,Day,,,,,
9/10/14,2014,9,10,Swings,,,,,
9/10/14,2014,9,10,Mids,,,,,
9/11/14,2014,9,11,Day,,,,,
9/11/14,2014,9,11,Swings,,,,,
9/11/14,2014,9,11,Mids,,,,,
9/12/14,2014,9,12,Day,,,,,
9/12/14,2014,9,12,Swings,,,,,
9/12/14,2014,9,12,Mids,,,,,
9/13/14,2014,9,13,Day,,,,,
9/13/14,2014,9,13,Swings,,,,,
9/13/14,2014,9,13,Mids,,,,,
9/14/14,2014,9,14,Day,,,,,
9/14/14,2014,9,14,Swings,,,,,
9/14/14,2014,9,14,Mids,,,,,
9/15/14,2014,9,15,Day,,,,,
9/15/14,2014,9,15,Swings,,,,,
9/15/14,2014,9,15,Mids,,,,,
9/16/14,2014,9,16,Day,,,,,
9/16/14,2014,9,16,Swings,,,,,
9/16/14,2014,9,16,Mids,,,,,
9/17/14,2014,9,17,Day,,,,,
9/17/14,2014,9,17,Swings,,,,,
9/17/14,2014,9,17,Mids,,,,,
9/18/14,2014,9,18,Day,,,,,
9/18/14,2014,9,18,Swings,,,,,
9/18/14,2014,9,18,Mids,,,,,
9/19/14,2014,9,19,Day,,,,,
9/19/14,2014,9,19,Swings,,,,,
9/19/14,2014,9,19,Mids,,,,,
9/20/14,2014,9,20,Day,,,,,
9/20/14,2014,9,20,Swings,,,,,
9/20/14,2014,9,20,Mids,,,,,
9/21/14,2014,9,21,Day,,,,,
9/21/14,2014,9,21,Swings,,,,,
9/21/14,2014,9,21,Mids,,,,,
9/22/14,2014,9,22,Day,,,,,
9/22/14,2014,9,22,Swings,,,,,
9/22/14,2014,9,22,Mids,,,,,
9/23/14,2014,9,23,Day,,,,,
9/23/14,2014,9,23,Swings,,,,,
9/23/14,2014,9,23,Mids,,,,,
9/24/14,2014,9,24,Day,,,,,
9/24/14,2014,9,24,Swings,,,,,
9/24/14,2014,9,24,Mids,,,,,
9/25/14,2014,9,25,Day,,,,,
9/25/14,2014,9,25,Swings,,,,,
9/25/14,2014,9,25,Mids,,,,,
9/26/14,2014,9,26,Day,,,,,
9/26/14,2014,9,26,Swings,,,,,
9/26/14,2014,9,26,Mids,,,,,
9/27/14,2014,9,27,Day,,,,,
9/27/14,2014,9,27,Swings,,,,,
9/27/14,2014,9,27,Mids,,,,,
9/28/14,2014,9,28,Day,,,,,
9/28/14,2014,9,28,Swings,,,,,
9/28/14,2014,9,28,Mids,,,,,
9/29/14,2014,9,29,Day,,,,,
9/29/14,2014,9,29,Swings,,,,,
9/29/14,2014,9,29,Mids,,,,,
9/30/14,2014,9,30,Day,,,,,
9/30/14,2014,9,30,Swings,,,,,
9/30/14,2014,9,30,Mids,,,,,
10/1/14,2014,10,1,Day,,,,,
10/1/14,2014,10,1,Swings,,,,,
10/1/14,2014,10,1,Mids,,,,,
10/2/14,2014,10,2,Day,,,,,
10/2/14,2014,10,2,Swings,,,,,
10/2/14,2014,10,2,Mids,,,,,
10/3/14,2014,10,3,Day,,,,,
10/3/14,2014,10,3,Swings,,,,,
10/3/14,2014,10,3,Mids,,,,,
10/4/14,2014,10,4,Day,,,,,
10/4/14,2014,10,4,Swings,,,,,
10/4/14,2014,10,4,Mids,,,,,
10/5/14,2014,10,5,Day,,,,,
10/5/14,2014,10,5,Swings,,,,,
10/5/14,2014,10,5,Mids,,,,,
10/6/14,2014,10,6,Day,,,,,
10/6/14,2014,10,6,Swings,,,,,
10/6/14,2014,10,6,Mids,,,,,
10/7/14,2014,10,7,Day,,,,,
10/7/14,2014,10,7,Swings,,,,,
10/7/14,2014,10,7,Mids,,,,,
10/8/14,2014,10,8,Day,,,,,
10/8/14,2014,10,8,Swings,,,,,
10/8/14,2014,10,8,Mids,,,,,
10/9/14,2014,10,9,Day,,,,,
10/9/14,2014,10,9,Swings,,,,,
10/9/14,2014,10,9,Mids,,,,,
10/10/14,2014,10,10,Day,,,,,
10/10/14,2014,10,10,Swings,,,,,
10/10/14,2014,10,10,Mids,,,,,
10/11/14,2014,10,11,Day,,,,,
10/11/14,2014,10,11,Swings,,,,,
10/11/14,2014,10,11,Mids,,,,,
10/12/14,2014,10,12,Day,,,,,
10/12/14,2014,10,12,Swings,,,,,
10/12/14,2014,10,12,Mids,,,,,
10/13/14,2014,10,13,Day,,,,,
10/13/14,2014,10,13,Swings,,,,,
10/13/14,2014,10,13,Mids,,,,,
10/14/14,2014,10,14,Day,,,,,
10/14/14,2014,10,14,Swings,,,,,
10/14/14,2014,10,14,Mids,,,,,
10/15/14,2014,10,15,Day,,,,,
10/15/14,2014,10,15,Swings,,,,,
10/15/14,2014,10,15,Mids,,,,,
10/16/14,2014,10,16,Day,,,,,
10/16/14,2014,10,16,Swings,,,,,
10/16/14,2014,10,16,Mids,,,,,
10/17/14,2014,10,17,Day,,,,,
10/17/14,2014,10,17,Swings,,,,,
10/17/14,2014,10,17,Mids,,,,,
10/18/14,2014,10,18,Day,,,,,
10/18/14,2014,10,18,Swings,,,,,
10/18/14,2014,10,18,Mids,,,,,
10/19/14,2014,10,19,Day,,,,,
10/19/14,2014,10,19,Swings,,,,,
10/19/14,2014,10,19,Mids,,,,,
10/20/14,2014,10,20,Day,,,,,
10/20/14,2014,10,20,Swings,,,,,
10/20/14,2014,10,20,Mids,,,,,
10/21/14,2014,10,21,Day,,,,,
10/21/14,2014,10,21,Swings,,,,,
10/21/14,2014,10,21,Mids,,,,,
10/22/14,2014,10,22,Day,,,,,
10/22/14,2014,10,22,Swings,,,,,
10/22/14,2014,10,22,Mids,,,,,
10/23/14,2014,10,23,Day,,,,,
10/23/14,2014,10,23,Swings,,,,,
10/23/14,2014,10,23,Mids,,,,,
10/24/14,2014,10,24,Day,,,,,
10/24/14,2014,10,24,Swings,,,,,
10/24/14,2014,10,24,Mids,,,,,
10/25/14,2014,10,25,Day,,,,,
10/25/14,2014,10,25,Swings,,,,,
10/25/14,2014,10,25,Mids,,,,,
10/26/14,2014,10,26,Day,,,,,
10/26/14,2014,10,26,Swings,,,,,
10/26/14,2014,10,26,Mids,,,,,
10/27/14,2014,10,27,Day,,,,,
10/27/14,2014,10,27,Swings,,,,,
10/27/14,2014,10,27,Mids,,,,,
10/28/14,2014,10,28,Day,,,,,
10/28/14,2014,10,28,Swings,,,,,
10/28/14,2014,10,28,Mids,,,,,
10/29/14,2014,10,29,Day,,,,,
10/29/14,2014,10,29,Swings,,,,,
10/29/14,2014,10,29,Mids,,,,,
10/30/14,2014,10,30,Day,,,,,
10/30/14,2014,10,30,Swings,,,,,
10/30/14,2014,10,30,Mids,,,,,
10/31/14,2014,10,31,Day,,,,,
10/31/14,2014,10,31,Swings,,,,,
10/31/14,2014,10,31,Mids,,,,,
11/1/14,2014,11,1,Day,,,,,
11/1/14,2014,11,1,Swings,,,,,
11/1/14,2014,11,1,Mids,,,,,
11/2/14,2014,11,2,Day,,,,,
11/2/14,2014,11,2,Swings,,,,,
11/2/14,2014,11,2,Mids,,,,,
11/3/14,2014,11,3,Day,,,,,
11/3/14,2014,11,3,Swings,,,,,
11/3/14,2014,11,3,Mids,,,,,
11/4/14,2014,11,4,Day,,,,,
11/4/14,2014,11,4,Swings,,,,,
11/4/14,2014,11,4,Mids,,,,,
11/5/14,2014,11,5,Day,,,,,
11/5/14,2014,11,5,Swings,,,,,
11/5/14,2014,11,5,Mids,,,,,
11/6/14,2014,11,6,Day,,,,,
11/6/14,2014,11,6,Swings,,,,,
11/6/14,2014,11,6,Mids,,,,,
11/7/14,2014,11,7,Day,,,,,
11/7/14,2014,11,7,Swings,,,,,
11/7/14,2014,11,7,Mids,,,,,
11/8/14,2014,11,8,Day,,,,,
11/8/14,2014,11,8,Swings,,,,,
11/8/14,2014,11,8,Mids,,,,,
11/9/14,2014,11,9,Day,,,,,
11/9/14,2014,11,9,Swings,,,,,
11/9/14,2014,11,9,Mids,,,,,
11/10/14,2014,11,10,Day,,,,,
11/10/14,2014,11,10,Swings,,,,,
11/10/14,2014,11,10,Mids,,,,,
11/11/14,2014,11,11,Day,,,,,
11/11/14,2014,11,11,Swings,,,,,
11/11/14,2014,11,11,Mids,,,,,
11/12/14,2014,11,12,Day,,,,,
11/12/14,2014,11,12,Swings,,,,,
11/12/14,2014,11,12,Mids,,,,,
11/13/14,2014,11,13,Day,,,,,
11/13/14,2014,11,13,Swings,,,,,
11/13/14,2014,11,13,Mids,,,,,
11/14/14,2014,11,14,Day,,,,,
11/14/14,2014,11,14,Swings,,,,,
11/14/14,2014,11,14,Mids,,,,,
11/15/14,2014,11,15,Day,,,,,
11/15/14,2014,11,15,Swings,,,,,
11/15/14,2014,11,15,Mids,,,,,
11/16/14,2014,11,16,Day,,,,,
11/16/14,2014,11,16,Swings,,,,,
11/16/14,2014,11,16,Mids,,,,,
11/17/14,2014,11,17,Day,,,,,
11/17/14,2014,11,17,Swings,,,,,
11/17/14,2014,11,17,Mids,,,,,
11/18/14,2014,11,18,Day,,,,,
11/18/14,2014,11,18,Swings,,,,,
11/18/14,2014,11,18,Mids,,,,,
11/19/14,2014,11,19,Day,,,,,
11/19/14,2014,11,19,Swings,,,,,
11/19/14,2014,11,19,Mids,,,,,
11/20/14,2014,11,20,Day,,,,,
11/20/14,2014,11,20,Swings,,,,,
11/20/14,2014,11,20,Mids,,,,,
11/21/14,2014,11,21,Day,,,,,
11/21/14,2014,11,21,Swings,,,,,
11/21/14,2014,11,21,Mids,,,,,
11/22/14,2014,11,22,Day,,,,,
11/22/14,2014,11,22,Swings,,,,,
11/22/14,2014,11,22,Mids,,,,,
11/23/14,2014,11,23,Day,,,,,
11/23/14,2014,11,23,Swings,,,,,
11/23/14,2014,11,23,Mids,,,,,
11/24/14,2014,11,24,Day,,,,,
11/24/14,2014,11,24,Swings,,,,,
11/24/14,2014,11,24,Mids,,,,,
11/25/14,2014,11,25,Day,,,,,
11/25/14,2014,11,25,Swings,,,,,
11/25/14,2014,11,25,Mids,,,,,
11/26/14,2014,11,26,Day,,,,,
11/26/14,2014,11,26,Swings,,,,,
11/26/14,2014,11,26,Mids,,,,,
11/27/14,2014,11,27,Day,,,,,
11/27/14,2014,11,27,Swings,,,,,
11/27/14,2014,11,27,Mids,,,,,
11/28/14,2014,11,28,Day,,,,,
11/28/14,2014,11,28,Swings,,,,,
11/28/14,2014,11,28,Mids,,,,,
11/29/14,2014,11,29,Day,,,,,
11/29/14,2014,11,29,Swings,,,,,
11/29/14,2014,11,29,Mids,,,,,
11/30/14,2014,11,30,Day,,,,,
11/30/14,2014,11,30,Swings,,,,,
11/30/14,2014,11,30,Mids,,,,,
12/1/14,2014,12,1,Day,,,,,
12/1/14,2014,12,1,Swings,,,,,
12/1/14,2014,12,1,Mids,,,,,
12/2/14,2014,12,2,Day,,,,,
12/2/14,2014,12,2,Swings,,,,,
12/2/14,2014,12,2,Mids,,,,,
12/3/14,2014,12,3,Day,,,,,
12/3/14,2014,12,3,Swings,,,,,
12/3/14,2014,12,3,Mids,,,,,
12/4/14,2014,12,4,Day,,,,,
12/4/14,2014,12,4,Swings,,,,,
12/4/14,2014,12,4,Mids,,,,,
12/5/14,2014,12,5,Day,,,,,
12/5/14,2014,12,5,Swings,,,,,
12/5/14,2014,12,5,Mids,,,,,
12/6/14,2014,12,6,Day,,,,,
12/6/14,2014,12,6,Swings,,,,,
12/6/14,2014,12,6,Mids,,,,,
12/7/14,2014,12,7,Day,,,,,
12/7/14,2014,12,7,Swings,,,,,
12/7/14,2014,12,7,Mids,,,,,
12/8/14,2014,12,8,Day,,,,,
12/8/14,2014,12,8,Swings,,,,,
12/8/14,2014,12,8,Mids,,,,,
12/9/14,2014,12,9,Day,,,,,
12/9/14,2014,12,9,Swings,,,,,
12/9/14,2014,12,9,Mids,,,,,
12/10/14,2014,12,10,Day,,,,,
12/10/14,2014,12,10,Swings,,,,,
12/10/14,2014,12,10,Mids,,,,,
12/11/14,2014,12,11,Day,,,,,
12/11/14,2014,12,11,Swings,,,,,
12/11/14,2014,12,11,Mids,,,,,
12/12/14,2014,12,12,Day,,,,,
12/12/14,2014,12,12,Swings,,,,,
12/12/14,2014,12,12,Mids,,,,,
12/13/14,2014,12,13,Day,,,,,
12/13/14,2014,12,13,Swings,,,,,
12/13/14,2014,12,13,Mids,,,,,
12/14/14,2014,12,14,Day,,,,,
12/14/14,2014,12,14,Swings,,,,,
12/14/14,2014,12,14,Mids,,,,,
12/15/14,2014,12,15,Day,,,,,
12/15/14,2014,12,15,Swings,,,,,
12/15/14,2014,12,15,Mids,,,,,
12/16/14,2014,12,16,Day,,,,,
12/16/14,2014,12,16,Swings,,,,,
12/16/14,2014,12,16,Mids,,,,,
12/17/14,2014,12,17,Day,,,,,
12/17/14,2014,12,17,Swings,,,,,
12/17/14,2014,12,17,Mids,,,,,
12/18/14,2014,12,18,Day,,,,,
12/18/14,2014,12,18,Swings,,,,,
12/18/14,2014,12,18,Mids,,,,,
12/19/14,2014,12,19,Day,,,,,
12/19/14,2014,12,19,Swings,,,,,
12/19/14,2014,12,19,Mids,,,,,
12/20/14,2014,12,20,Day,,,,,
12/20/14,2014,12,20,Swings,,,,,
12/20/14,2014,12,20,Mids,,,,,
12/21/14,2014,12,21,Day,,,,,
12/21/14,2014,12,21,Swings,,,,,
12/21/14,2014,12,21,Mids,,,,,
12/22/14,2014,12,22,Day,,,,,
12/22/14,2014,12,22,Swings,,,,,
12/22/14,2014,12,22,Mids,,,,,
12/23/14,2014,12,23,Day,,,,,
12/23/14,2014,12,23,Swings,,,,,
12/23/14,2014,12,23,Mids,,,,,
12/24/14,2014,12,24,Day,,,,,
12/24/14,2014,12,24,Swings,,,,,
12/24/14,2014,12,24,Mids,,,,,
12/25/14,2014,12,25,Day,,,,,
12/25/14,2014,12,25,Swings,,,,,
12/25/14,2014,12,25,Mids,,,,,
12/26/14,2014,12,26,Day,,,,,
12/26/14,2014,12,26,Swings,,,,,
12/26/14,2014,12,26,Mids,,,,,
12/27/14,2014,12,27,Day,,,,,
12/27/14,2014,12,27,Swings,,,,,
12/27/14,2014,12,27,Mids,,,,,
12/28/14,2014,12,28,Day,,,,,
12/28/14,2014,12,28,Swings,,,,,
12/28/14,2014,12,28,Mids,,,,,
12/29/14,2014,12,29,Day,,,,,
12/29/14,2014,12,29,Swings,,,,,
12/29/14,2014,12,29,Mids,,,,,
12/30/14,2014,12,30,Day,,,,,
12/30/14,2014,12,30,Swings,,,,,
12/30/14,2014,12,30,Mids,,,,,
12/31/14,2014,12,31,Day,,,,,
12/31/14,2014,12,31,Swings,,,,,
12/31/14,2014,12,31,Mids,,,,,
1/1/15,2015,1,1,Day,,,,,
1/1/15,2015,1,1,Swings,,,,,
1/1/15,2015,1,1,Mids,,,,,
1/2/15,2015,1,2,Day,,,,,
1/2/15,2015,1,2,Swings,,,,,
1/2/15,2015,1,2,Mids,,,,,
1/3/15,2015,1,3,Day,,,,,
1/3/15,2015,1,3,Swings,,,,,
1/3/15,2015,1,3,Mids,,,,,
1/4/15,2015,1,4,Day,,,,,
1/4/15,2015,1,4,Swings,,,,,
1/4/15,2015,1,4,Mids,,,,,
1/5/15,2015,1,5,Day,,,,,
1/5/15,2015,1,5,Swings,,,,,
1/5/15,2015,1,5,Mids,,,,,
1/6/15,2015,1,6,Day,,,,,
1/6/15,2015,1,6,Swings,,,,,
1/6/15,2015,1,6,Mids,,,,,
1/7/15,2015,1,7,Day,,,,,
1/7/15,2015,1,7,Swings,,,,,
1/7/15,2015,1,7,Mids,,,,,
1/8/15,2015,1,8,Day,,,,,
1/8/15,2015,1,8,Swings,,,,,
1/8/15,2015,1,8,Mids,,,,,
1/9/15,2015,1,9,Day,,,,,
1/9/15,2015,1,9,Swings,,,,,
1/9/15,2015,1,9,Mids,,,,,
1/10/15,2015,1,10,Day,,,,,
1/10/15,2015,1,10,Swings,,,,,
1/10/15,2015,1,10,Mids,,,,,
1/11/15,2015,1,11,Day,,,,,
1/11/15,2015,1,11,Swings,,,,,
1/11/15,2015,1,11,Mids,,,,,
1/12/15,2015,1,12,Day,,,,,
1/12/15,2015,1,12,Swings,,,,,
1/12/15,2015,1,12,Mids,,,,,
1/13/15,2015,1,13,Day,,,,,
1/13/15,2015,1,13,Swings,,,,,
1/13/15,2015,1,13,Mids,,,,,
1/14/15,2015,1,14,Day,,,,,
1/14/15,2015,1,14,Swings,,,,,
1/14/15,2015,1,14,Mids,,,,,
1/15/15,2015,1,15,Day,,,,,
1/15/15,2015,1,15,Swings,,,,,
1/15/15,2015,1,15,Mids,,,,,
1/16/15,2015,1,16,Day,,,,,
1/16/15,2015,1,16,Swings,,,,,
1/16/15,2015,1,16,Mids,,,,,
1/17/15,2015,1,17,Day,,,,,
1/17/15,2015,1,17,Swings,,,,,
1/17/15,2015,1,17,Mids,,,,,
1/18/15,2015,1,18,Day,,,,,
1/18/15,2015,1,18,Swings,,,,,
1/18/15,2015,1,18,Mids,,,,,
1/19/15,2015,1,19,Day,,,,,
1/19/15,2015,1,19,Swings,,,,,
1/19/15,2015,1,19,Mids,,,,,
1/20/15,2015,1,20,Day,,,,,
1/20/15,2015,1,20,Swings,,,,,
1/20/15,2015,1,20,Mids,,,,,
1/21/15,2015,1,21,Day,,,,,
1/21/15,2015,1,21,Swings,,,,,
1/21/15,2015,1,21,Mids,,,,,
1/22/15,2015,1,22,Day,,,,,
1/22/15,2015,1,22,Swings,,,,,
1/22/15,2015,1,22,Mids,,,,,
1/23/15,2015,1,23,Day,,,,,
1/23/15,2015,1,23,Swings,,,,,
1/23/15,2015,1,23,Mids,,,,,
1/24/15,2015,1,24,Day,,,,,
1/24/15,2015,1,24,Swings,,,,,
1/24/15,2015,1,24,Mids,,,,,
1/25/15,2015,1,25,Day,,,,,
1/25/15,2015,1,25,Swings,,,,,
1/25/15,2015,1,25,Mids,,,,,
1/26/15,2015,1,26,Day,,,,,
1/26/15,2015,1,26,Swings,,,,,
1/26/15,2015,1,26,Mids,,,,,
1/27/15,2015,1,27,Day,,,,,
1/27/15,2015,1,27,Swings,,,,,
1/27/15,2015,1,27,Mids,,,,,
1/28/15,2015,1,28,Day,,,,,
1/28/15,2015,1,28,Swings,,,,,
1/28/15,2015,1,28,Mids,,,,,
1/29/15,2015,1,29,Day,,,,,
1/29/15,2015,1,29,Swings,,,,,
1/29/15,2015,1,29,Mids,,,,,
1/30/15,2015,1,30,Day,,,,,
1/30/15,2015,1,30,Swings,,,,,
1/30/15,2015,1,30,Mids,,,,,
1/31/15,2015,1,31,Day,,,,,
1/31/15,2015,1,31,Swings,,,,,
1/31/15,2015,1,31,Mids,,,,,
2/1/15,2015,2,1,Day,,,,,
2/1/15,2015,2,1,Swings,,,,,
2/1/15,2015,2,1,Mids,,,,,
2/2/15,2015,2,2,Day,,,,,
2/2/15,2015,2,2,Swings,,,,,
